index,Speaker,Text,Domain-Intent,Rating 1,Rating 2,Rating 3,Rating 4,Rating 5,Domain,Intent,ConvID,TextLength
11627,SYSTEM,How many nights do you need?,Booking-Request,,,,,,Booking,Request,504,28
11697,SYSTEM,How many passengers?,Train-Request,,,,,,Train,Request,507,20
11883,SYSTEM,"Unfortunately, there are no hotels available with your preferences. Would you like me to find you one in a different price range or area?",Hotel-Request,,,,,,Hotel,Request,515,137
11917,SYSTEM,"I'm sorry, I tried several other moderately priced hotels in other areas and none of them could accommodate you. Would you be able to travel on another day?",Booking-Request,,,,,,Booking,Request,516,156
12099,SYSTEM,Certainly. Will you be departing from Cambridge? What time would you like to leave after or arrive by? There are departures every hour from 5:01 through 23:01.,Train-Request,,,,,,Train,Request,525,159
12213,SYSTEM,What is the other place?,Taxi-Request,,,,,,Taxi,Request,530,24
12329,SYSTEM,Where will you be headed?,Taxi-Request,,,,,,Taxi,Request,535,25
12353,SYSTEM,Okay! From where to where?,Train-Request,,,,,,Train,Request,536,26
12492,USER,What is the address?,Restaurant-Request,3,3,3,,,Restaurant,Request,542,20
12649,SYSTEM,what is your destination?,Train-Request,,,,,,Train,Request,549,25
12728,USER,What is the price range?,Restaurant-Request,3,3,3,2,,Restaurant,Request,552,24
12877,SYSTEM,I found no hotels that are in the cheap price range like the restaurant. Is there another price range or star rating you would consider?,Hotel-Request,,,,,,Hotel,Request,558,136
13058,USER,"I like free! What was their phone number? Might be in there, but it's all a bit smooshed together. Also, I'd like to book a car service or taxi.",Attraction-Request,3,3,4,,,Attraction,Request,566,144
13060,USER,What is the car type?,Taxi-Request,3,3,3,,,Taxi,Request,566,21
13061,SYSTEM,"I need to tell it where you're going from and to, and what time, before it can assign a specific car for you. Could you help me with that info?",Taxi-Request,,,,,,Taxi,Request,566,143
13104,USER,Just the address please,Attraction-Request,3,3,3,,,Attraction,Request,568,23
13106,USER,Is there an entrance fee?,Attraction-Request,3,3,4,,,Attraction,Request,568,25
13113,SYSTEM,I have train TR7355 from Cambridge departing at 17:50 and arriving in Ely at 18:07. Would this train work for you or would you like a later departure?,Train-Request,,,,,,Train,Request,569,150
13140,USER,What is the address?,Restaurant-Request,3,3,3,,,Restaurant,Request,570,20
13169,SYSTEM,How many tickets?,Train-Request,,,,,,Train,Request,572,17
13178,USER,No that information is enough for now but I would like to find a college to visit on the west side and would appreciate their telephone and postcode.,Attraction-Request,3,3,3,3,,Attraction,Request,572,149
13248,USER,"Yes, and I need the address,",Attraction-Request,3,3,3,,,Attraction,Request,576,28
13290,USER,"Yes, I would. I need 3 nights, 7 people, starting Wednedady. I need the reference number. I also need a train to Cambridge after 14:45.",Hotel-Request,4,3,3,3,,Hotel,Request,578,135
13309,SYSTEM,"Alright. I will need more information first. Where can the taxi pick you up, when would you like to leave, and when do you need to arrive?",Taxi-Request,,,,,,Taxi,Request,579,138
13327,SYSTEM,"I apologize, there are no restaurants in the east part of town that serve Irish food. Would you like to choose a different part of town or type of food?",Restaurant-Request,,,,,,Restaurant,Request,580,152
13334,USER,May I have the phone number?,Restaurant-Request,3,3,3,,,Restaurant,Request,580,28
13340,USER,What is the address?,Restaurant-Request,3,3,3,,,Restaurant,Request,580,20
13384,USER,Thanks. Now can you have a taxi take me from the restaurant to Ballare? I want to leave after 18:30. I'll need car type and contact number too.,Taxi-Request,3,3,3,,,Taxi,Request,582,143
13433,SYSTEM,Do you need parking or wifi?,Hotel-Request,,,,,,Hotel,Request,584,28
13511,SYSTEM,What is your departure site?,Taxi-Request,,,,,,Taxi,Request,587,28
13576,USER,What is the address?,Restaurant-Request,3,3,3,,,Restaurant,Request,590,20
13678,USER,What is the entrance fee?,Attraction-Request,3,3,3,3,,Attraction,Request,595,25
13743,SYSTEM,"There are 7 guesthouses in the north that are moderately priced and all have parking, I apologise for the earlier error. Do you have a preference to star numbers?",Hotel-Request,,,,,,Hotel,Request,599,162
13844,USER,How much is the entrance fee?,Attraction-Request,3,3,2,3,,Attraction,Request,603,29
13854,USER,Do they have internet?,Hotel-Request,3,3,3,,,Hotel,Request,604,22
13873,SYSTEM,"I'm sorry, but I was unable to book either restaurant for 1330 on Tuesday either. Would you consider dining a little earlier or later?",Booking-Request,,,,,,Booking,Request,604,134
13982,USER,What is their address?,Attraction-Request,3,3,2,3,,Attraction,Request,609,22
14083,SYSTEM,What is your price range?,Hotel-Request,,,,,,Hotel,Request,614,25
14103,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,615,25
14136,USER,What is the entrance fee?,Attraction-Request,4,3,3,,,Attraction,Request,616,25
14212,USER,What is the address?,Restaurant-Request,4,3,3,,,Restaurant,Request,619,20
14409,SYSTEM,"sure, where are you headed?",Train-Request,,,,,,Train,Request,629,27
14485,SYSTEM,"I'm sorry, but there are no Jamaican restaurants anywhere in Cambridge. We do have plenty of expensive restaurants, though, so I could find you a different cuisine.",Restaurant-Request,,,,,,Restaurant,Request,632,164
14815,SYSTEM,What area do you prefer?,Restaurant-Request,,,,,,Restaurant,Request,646,24
14820,USER,get me its post code,Restaurant-Request,3,3,3,,,Restaurant,Request,646,20
14834,USER,What is the area that is in?,Attraction-Request,3,3,3,,,Attraction,Request,647,28
14840,USER,Does it have internet?,Hotel-Request,3,3,3,,,Hotel,Request,647,22
15099,SYSTEM,"OK, there are 21 guesthouses for you. To narrow it down more, do you have an area of town you want to stay in or a pricerange in mind?",Hotel-Request,,,,,,Hotel,Request,659,134
15210,USER,"sorry, what is the address?",Attraction-Request,2,2,3,2,,Attraction,Request,663,27
15218,USER,Can you tell me the postcode?,Attraction-Request,3,3,3,3,,Attraction,Request,664,29
15225,SYSTEM,"I have at least 8 hotels that might suit you. They all have internet, a 4 star rating and are in the cheap price range. Do you have a preference for what part of town you stay in?",Hotel-Request,,,,,,Hotel,Request,664,179
15237,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,664,25
15311,SYSTEM,"Great, I've found two hotels meeting that criteria. How many days were you spending at the hotel and how many people will be residing with you?",Booking-Request,,,,,,Booking,Request,667,143
15389,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,670,25
15464,USER,maybe the address to the park,Attraction-Request,3,2,3,3,,Attraction,Request,673,29
15479,SYSTEM,when is your stay?,Booking-Request,,,,,,Booking,Request,674,18
15674,USER,Could I get the postcode?,Attraction-Request,3,3,3,3,,Attraction,Request,681,25
15749,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,685,25
15864,USER,what is their entrance fee?,Attraction-Request,3,3,3,,,Attraction,Request,690,27
15935,SYSTEM,"There are 4 options for british food in the centre. restaurant one seven, the oak bistro, the copper kettle and cotto. Do any of those sound good to you?",Restaurant-Request,,,,,,Restaurant,Request,693,153
15951,SYSTEM,"There are 4 guesthouses with a 3 star rating. Would you like to stay in a particular area of town? There are choices in the north, south, and west.",Hotel-Request,,,,,,Hotel,Request,693,147
16083,SYSTEM,"Cityroomz is moderately priced and in the centre. Are you open to places that offer free parking, or do you specifically want to avoid it?",Hotel-Request,,,,,,Hotel,Request,700,138
16139,SYSTEM,And for how many people?,Booking-Request,,,,,,Booking,Request,702,24
16160,USER,"There are no expensive hotels with 4 stars in the south with free parking? I'll take cheap if there aren't, but I need the address and phone number, please.",Hotel-Request,3,3,3,2,,Hotel,Request,703,156
16187,SYSTEM,The alexander bed and breakfast is a guesthouse in the centre in the cheap price range with parking. When are you arriving? How many people?,Booking-Request,,,,,,Booking,Request,705,140
16214,USER,"No, I need a taxi to take me from the guesthouse at 23:00 going to the attraction. What is the contact information and car type please?",Taxi-Request,3,1,3,,,Taxi,Request,706,135
16323,SYSTEM,I apologize but it in order to assist you with booking I would need to know how many in your party and the day and length of your stay.,Booking-Request,,,,,,Booking,Request,711,135
16343,SYSTEM,For how many people?,Train-Request,,,,,,Train,Request,712,20
16378,USER,Do they have internet?,Hotel-Request,3,3,2,,,Hotel,Request,713,22
16387,SYSTEM,Does location matter?,Restaurant-Request,,,,,,Restaurant,Request,714,21
16457,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,716,25
16505,SYSTEM,what time is your arrival ?,Train-Request,,,,,,Train,Request,718,27
16618,USER,"I need to book for one person, I will need the reference number. Also, I need to book a hotel called Caroline Bed and Breakfast, I need the address.",Hotel-Request,3,3,3,,,Hotel,Request,723,148
16657,SYSTEM,Sure thing! May I have the times you would need that taxi and also where you would like to be picked up for your ride to the lovely Acorn Guest House?,Taxi-Request,,,,,,Taxi,Request,725,150
16767,SYSTEM,There are a total of 21 hotels and guesthouses in the city that have 4 stars. Is there a particular area or price range you would like?,Hotel-Request,,,,,,Hotel,Request,730,135
16785,SYSTEM,"I'm sorry, but the University Arms does not have anything available on Saturday for 3 people, for a 3 night stay. Would you like to try a different day?",Booking-Request,,,,,,Booking,Request,730,152
16843,SYSTEM,Where will you be going?,Taxi-Request,,,,,,Taxi,Request,733,24
16884,USER,Did they have free parking?,Hotel-Request,3,3,3,3,,Hotel,Request,734,27
16922,USER,"Yes, I would like to book a table for 6 people at 20:00 on Thursday. Please give me a reference number. I am also looking for a 4 star guesthouse.",Restaurant-Request,2,3,3,,,Restaurant,Request,736,146
17045,SYSTEM,"Again, I already gave you the information for stazione restaurant and coffee bar, an expensive restaurant in the centre. If this doesn't suit you, then is there a specific place?",Restaurant-Request,,,,,,Restaurant,Request,742,178
17051,SYSTEM,"If you'd like to go to London King's Cross, there are 104 trains that match your specifications. What time would you like to leave at?",Train-Request,,,,,,Train,Request,743,134
17072,USER,OK. What is the entrance fee?,Attraction-Request,3,3,3,,,Attraction,Request,744,29
17087,SYSTEM,"I've booked your taxi - a grey toyota, contact number 07445683800 - but we should probably shore up the plans again. Is it Vue to Curry Garden or vice versa?",Taxi-Request,,,,,,Taxi,Request,744,157
17309,SYSTEM,And for how many days?,Booking-Request,,,,,,Booking,Request,754,22
17339,SYSTEM,"There are over 30 places of lodging in the city. Would you prefer a certain part of town, or a particular type of lodging such as a guest house or hotel?",Hotel-Request,,,,,,Hotel,Request,756,153
17393,SYSTEM,"Unfortunately, neither of those guesthouses can take in 6 guests for three nights on Sunday. Might I suggest another day or a shorter stay?",Booking-Request,,,,,,Booking,Request,758,139
17395,SYSTEM,"Unfortunately, neither guesthouse can accommodate 2 nights. Is there another date you'd like to try for, or would you like to try for 1 night rather than 2?",Booking-Request,,,,,,Booking,Request,758,156
17403,SYSTEM,I apologize. There is no hotel or guesthouse in the south with free parking that can accomodate you with those details. A different day or a shorter stay may work.,Booking-Request,,,,,,Booking,Request,758,163
17404,USER,Could you check another area of town perhaps that can accommodate 6 guests for 3 nights starting Sunday with a moderate price and free parking?,Train-Request,3,3,3,1,,Train,Request,758,143
17477,SYSTEM,"Yes, it does have parking and internet. What day would you like to begin your stay, how many days in total, and how many people please?",Booking-Request,,,,,,Booking,Request,761,135
17629,SYSTEM,"sure, what price range?",Hotel-Request,,,,,,Hotel,Request,768,23
17655,SYSTEM,What is your destination?,Train-Request,,,,,,Train,Request,769,25
17692,USER,What is the price?,Train-Request,3,3,3,,,Train,Request,771,18
17765,SYSTEM,what about price range?,Restaurant-Request,,,,,,Restaurant,Request,774,23
17861,SYSTEM,No problem. For what day?,Train-Request,,,,,,Train,Request,778,25
17917,SYSTEM,"There are numerous hotels that match this criteria available. Do you have a specific area you'd like to stay, or a price range in mind?",Hotel-Request,,,,,,Hotel,Request,781,135
17980,USER,What type of attraction this?,Attraction-Request,3,3,3,,,Attraction,Request,783,29
18099,SYSTEM,I do not have a restaurant for you. Shall I book one before I book the taxi? Or would you like to go from the Funky Fun House to the hotel?,Taxi-Request,,,,,,Taxi,Request,788,139
18123,SYSTEM,Yes its moderately priced but unfortunately it doesn't have free parking. Would you like me to search for a hotel that offers that particular amenity?,Hotel-Request,,,,,,Hotel,Request,789,150
18221,SYSTEM,I'm sorry I am unable to find a Vietnamese restaurant in the north area that meets your criteria. Is there another type of food you'd like to try?,Restaurant-Request,,,,,,Restaurant,Request,793,146
18303,SYSTEM,For how many people?,Train-Request,,,,,,Train,Request,796,20
18346,USER,Do they have internet?,Hotel-Request,3,2,3,3,,Hotel,Request,798,22
18390,USER,Do they have an entrance fee?,Attraction-Request,3,4,3,,,Attraction,Request,800,29
18441,SYSTEM,In what area?,Restaurant-Request,,,,,,Restaurant,Request,802,13
18560,USER,What about a moderately priced European restaurant? I need a reservation for 3 people at 14:30 on Thursday. Could you provide the reference number after making the reservation?,Restaurant-Request,3,3,3,3,,Restaurant,Request,808,176
18621,SYSTEM,Which day do you prefer?,Booking-Request,,,,,,Booking,Request,810,24
18727,SYSTEM,"Before we make your restaurant reservation, let's take care of the hotel. What day are you arriving, how many nights are you staying, and how many people?",Booking-Request,,,,,,Booking,Request,815,154
18751,SYSTEM,"Before booking, please confirm either your arrival or departure time. There are 2 different times stated, so I want to be sure before reserving.",Taxi-Request,,,,,,Taxi,Request,816,144
18886,USER,What is the price?,Train-Request,3,3,3,,,Train,Request,822,18
18905,SYSTEM,"I would suggest Curry Garden. If you tell me the time you would like booked and how many will be in your party, I'll check availability for you.",Booking-Request,,,,,,Booking,Request,823,144
19257,SYSTEM,I have two guesthouse available. They both offer free parking and are 0 stars. One is in the north and one in the centre? Do you want a specific area?,Hotel-Request,,,,,,Hotel,Request,838,150
19438,USER,What's the entrance fee?,Attraction-Request,3,3,3,3,3,Attraction,Request,847,24
19451,SYSTEM,Where should it be going?,Train-Request,,,,,,Train,Request,848,25
19481,SYSTEM,"I'm sorry, but I'm afraid we'll need to try different criteria. Would you be willing to change what part of town you stay in, or the star rating you need?",Hotel-Request,,,,,,Hotel,Request,849,154
19681,SYSTEM,Bedouin's phone number is 01223367660 and their post code is cb12bd. There are 256 train departures on Wednesday - where do you need to go?,Train-Request,,,,,,Train,Request,859,139
19697,SYSTEM,How many tickets do you need?,Train-Request,,,,,,Train,Request,859,29
19755,SYSTEM,Just to clarify. You need to be picked up at the Whipple Museum of History at 05:30. Your drop off point is the alexander bed and breakfast. Correct?,Taxi-Request,,,,,,Taxi,Request,861,149
19778,USER,And what is the address?,Attraction-Request,3,2,3,,,Attraction,Request,862,24
19835,SYSTEM,I'm sorry. It seems like your destination and departure site are the same. Could you clarify where you'd like to go and where you'd like to be picked up from?,Taxi-Request,,,,,,Taxi,Request,865,158
19869,SYSTEM,"I'm sorry, that is not available. Could you possibly shorten your stay? Also, this is a guesthouse, were you looking for a hotel room instead?",Hotel-Request,,,,,,Hotel,Request,867,142
19871,SYSTEM,"Sorry, let me try to get this right. Are you looking for a moderate priced hotel(?) or guesthouse(?), with wifi, in the north? Does star number matter? For 1 night?",Hotel-Request,,,,,,Hotel,Request,867,164
20055,SYSTEM,Where are you going?,Taxi-Request,,,,,,Taxi,Request,873,20
20056,USER,I need to commute between the guesthouse and the restaurant. Make sure it arrives by the booked time and send me the contact number and car type please.,Taxi-Request,3,4,3,3,,Taxi,Request,873,152
20115,SYSTEM,how many days will you stay?,Booking-Request,,,,,,Booking,Request,875,28
20162,USER,no. i just need the address,Restaurant-Request,2,2,2,,,Restaurant,Request,877,27
20184,USER,"4 people leaving Cambridge and going to London Liverpool Street on Friday, departing after 11:00. Please give me the travel and arrival time as well as the price.",Train-Request,3,3,3,,,Train,Request,878,162
20229,SYSTEM,"The name is The Cambridge Belfry, but unfortunately they were not able to accommodate that reservation. Would you like to try it for a shorter number of days?",Booking-Request,,,,,,Booking,Request,880,158
20329,SYSTEM,How many people?,Booking-Request,,,,,,Booking,Request,884,16
20441,SYSTEM,"I apologize, but there are no vacancies to accommodate a 3 day stay beginning Wednesday. Would you like to book another day or shorter stay?",Booking-Request,,,,,,Booking,Request,889,140
20473,SYSTEM,There are over 20 restaurants in Cambridge that fall into the cheap price range. Did you want to try a different cuisine since there were no Eritrean locations?,Restaurant-Request,,,,,,Restaurant,Request,890,160
20479,SYSTEM,Where would you be going to?,Train-Request,,,,,,Train,Request,890,28
20513,SYSTEM,When do you want to leave?,Taxi-Request,,,,,,Taxi,Request,891,26
20561,SYSTEM,"My apologies. I tried to book at the east expensive restaurants for Tuesday at 19:15, but there was nothing available. Do you have a different day or time preference?",Booking-Request,,,,,,Booking,Request,893,166
20749,SYSTEM,"I apologize, there are no reservations at that time. Would you like to try another time at Rice House, or perhaps I can attempt Charlie Chan or Golden House?",Booking-Request,,,,,,Booking,Request,900,157
20964,USER,"Okay, I don't need a specific area and I will take a recommendation from you on one that is moderately priced please. I will need the address.",Restaurant-Request,4,4,3,4,,Restaurant,Request,909,142
20997,SYSTEM,"Please confirm you are traveling from cambridge and going to ely. Also, confirm if you want to leave Cambridge at 08:00 or arrive in ely at 08:00.",Train-Request,,,,,,Train,Request,910,146
21003,SYSTEM,How many tickets do you need?,Train-Request,,,,,,Train,Request,910,29
21015,SYSTEM,I'm sorry. I was unable to find a restaurant with those criteria. Would you like to try a different type of restaurant or price range?,Restaurant-Request,,,,,,Restaurant,Request,911,134
21044,USER,What is their phone number?,Hospital-Request,3,3,3,,,Hospital,Request,912,27
21058,USER,Do they have free parking?,Hotel-Request,3,4,3,,,Hotel,Request,913,26
21119,SYSTEM,"May I get some more information from you to ensure we get you on the best train possible for you, the last bit of information I need is where you would like to arrive via train.",Train-Request,,,,,,Train,Request,915,177
21173,SYSTEM,"I think we've almost mixed up your bookings! To clarify, you'd like a hotel reservation starting on Wednesday? Your restaurant booking is set for Monday. We can make changes!",Booking-Request,,,,,,Booking,Request,917,174
21233,SYSTEM,Where would you like to go?,Taxi-Request,,,,,,Taxi,Request,919,27
21274,USER,I need the postcode please.,Attraction-Request,3,3,3,3,,Attraction,Request,921,27
21281,SYSTEM,What area should it be in?,Hotel-Request,,,,,,Hotel,Request,921,26
21509,SYSTEM,I'm sorry thanh binh is the only restaurant serving vietnamese food in the west in the cheap price range. Would you like to try a different time?,Booking-Request,,,,,,Booking,Request,931,145
21712,USER,What time does it arrive?,Train-Request,3,3,3,3,,Train,Request,941,25
21807,SYSTEM,"I'd be happy to help with your request, but first I'll need to know where you're leaving from and what day and time you'd like to leave.",Train-Request,,,,,,Train,Request,945,136
21890,USER,Can I get the postcode?,Police-Request,3,3,3,,,Police,Request,948,23
21928,USER,What are their prices like?,Restaurant-Request,3,3,3,3,2,Restaurant,Request,950,27
21965,SYSTEM,What type of attraction?,Attraction-Request,,,,,,Attraction,Request,952,24
21976,USER,What is the phone number?,Restaurant-Request,3,3,3,,,Restaurant,Request,952,25
21978,USER,I also need the postcode.,Restaurant-Request,3,3,3,,,Restaurant,Request,952,25
22055,SYSTEM,One what day and what time?,Train-Request,,,,,,Train,Request,956,27
22130,USER,Do they have parking?,Hotel-Request,2,3,3,3,,Hotel,Request,959,21
22195,SYSTEM,"The Nirala serves Indian cuisine at a moderate price, and is located in the north. How many in your party? What time would you like the table reserved?",Booking-Request,,,,,,Booking,Request,961,151
22214,USER,And the reference number ?,Hotel-Request,3,3,3,4,,Hotel,Request,962,26
22291,SYSTEM,Sure thing what kind of food?,Restaurant-Request,,,,,,Restaurant,Request,965,29
22343,SYSTEM,"There are 21 lodgings in town with a 4 star rating. Do you have a preference for area, type, pricerange, internet or parking availability?",Hotel-Request,,,,,,Hotel,Request,967,138
22346,USER,Do they all have free wifi?,Hotel-Request,3,3,3,3,,Hotel,Request,967,27
22349,SYSTEM,Do you need parking?,Hotel-Request,,,,,,Hotel,Request,967,20
22488,USER,I would like to arrive by 11:00. Can you choose the train with the closest arrival time to 11:00 and book it for 7 people? Then give me the reference number,Train-Request,4,3,3,,,Train,Request,973,156
22729,SYSTEM,Is price important to you?,Hotel-Request,,,,,,Hotel,Request,983,26
22808,USER,Do they have internet?,Hotel-Request,3,3,3,3,,Hotel,Request,986,22
22873,SYSTEM,And where are you going?,Train-Request,,,,,,Train,Request,990,24
22901,SYSTEM,"I'll be happy to assist with that, but I'll need some additional information. What is your destination and departure point? Also, when will you be traveling?",Train-Request,,,,,,Train,Request,991,157
22955,SYSTEM,For how many people?,Train-Request,,,,,,Train,Request,993,20
22967,SYSTEM,I checked with all 7 guesthouses in the north and none are available for even a one day stay starting Friday. Could we try a different day?,Booking-Request,,,,,,Booking,Request,993,139
22981,SYSTEM,Does the price range matter?,Restaurant-Request,,,,,,Restaurant,Request,994,28
22986,USER,"Yes, and their address too.",Restaurant-Request,3,3,3,,,Restaurant,Request,994,27
23059,SYSTEM,"Ok, and for how many people?",Booking-Request,,,,,,Booking,Request,997,28
23063,SYSTEM,"Sure. I'll just need to know where you want to be picked up and where you want to be dropped off, plus either when you want to leave or arrive by",Taxi-Request,,,,,,Taxi,Request,997,145
23065,SYSTEM,"Unfortunately, I don't understand your message. To book your taxi, I need to know where you are starting and going to. I also need to know what time.",Taxi-Request,,,,,,Taxi,Request,997,149
237,SYSTEM,"There are 33 in that area. Please choose a food type. African, Asian, British, Chinese, European, French, Gastropub, Indian, Japanese, Korean, Mediterranean, North American, Modern European, Seafood, Thai, or Turkish.",Restaurant-Select,,,,,,Restaurant,Select,10,217
809,SYSTEM,"huntingdon marriott hotel and the cambridge belfry are 4 star hotels in the west. The second hotel is cheap & the first is expensive, which would you prefer?",Hotel-Select,,,,,,Hotel,Select,35,157
859,SYSTEM,"There are many resturants that meet those criteria. Would you prefer African, Asian, British, Chrinese, European, French, Gastropub, Indian, Italian, Japanese, korean, mediterranean, north american, Turkish or thai?",Restaurant-Select,,,,,,Restaurant,Select,37,215
1897,SYSTEM,Would you prefer a guesthouse or a hotel?,Hotel-Select,,,,,,Hotel,Select,81,41
2675,SYSTEM,How about the Charlie Chan restaurant?,Restaurant-Select,,,,,,Restaurant,Select,114,38
2817,SYSTEM,"There is the Nirala, it is moderately priced and the Royal Spice which is in the cheap price range. Would you like me to book a table for you at one of these locations?",Restaurant-Select,,,,,,Restaurant,Select,119,168
3689,SYSTEM,"There are two expensive Chinese restaurants, the Good Luck Chinese Food Takeaway and the Peking Restaurant. Would you like to book a table with either of these?",Restaurant-Select,,,,,,Restaurant,Select,158,160
6435,SYSTEM,yes! i have two you may choose from!,Hotel-Select,,,,,,Hotel,Select,277,36
9105,SYSTEM,"Okay, I found the Ashley Hotel rated 4 stars and the Lovell Lodge rated 2 stars. Both are priced moderate and both have wifi and parking. Which do you prefer?",Hotel-Select,,,,,,Hotel,Select,395,158
9337,SYSTEM,What about the Ashley hotel?,Hotel-Select,,,,,,Hotel,Select,404,28
10949,SYSTEM,We have 2 other choices - both of which are moderately priced guesthouses in the South. The guesthouses are bridge guest house and aylesbray lodge guest house. Do you have a preference?,Hotel-Select,,,,,,Hotel,Select,474,185
11793,SYSTEM,How about 9:09 will that work for you?,Train-Select,,,,,,Train,Select,511,38
12119,SYSTEM,Let me look for a hotel with wifi.,Hotel-Select,,,,,,Hotel,Select,526,34
13301,SYSTEM,Would you be interested in a couple of recommendations? I have The Copper Kettle in the centre and Saint Johns Chop House in the west. Both serve great British cuisine.,Restaurant-Select,,,,,,Restaurant,Select,579,168
14951,SYSTEM,"Okay, I was able to find 3 restaurants for your preference. I have jinling noodle bar, Ian hong house, and shanghai family restaurant... is there any preference on one of these?",Restaurant-Select,,,,,,Restaurant,Select,653,177
15537,SYSTEM,Would you prefer a hotel or guesthouse?,Hotel-Select,,,,,,Hotel,Select,676,39
17647,SYSTEM,yes! i have two you may choose from!,Hotel-Select,,,,,,Hotel,Select,769,36
17745,SYSTEM,Would you like a hotel or guest house?,Hotel-Select,,,,,,Hotel,Select,773,38
19173,SYSTEM,yes 3. do you prefer cheap or expensive?,Restaurant-Select,,,,,,Restaurant,Select,835,40
19203,SYSTEM,Would you prefer a guest house or hotel?,Hotel-Select,,,,,,Hotel,Select,836,40
20559,SYSTEM,"We have 5 expensive restaurants located in the east. The grafton hotel restaurant, yu garden, royal standard, pipasha restaurant, and sitar tandoori. Would you like to book for any?",Restaurant-Select,,,,,,Restaurant,Select,893,181
20987,SYSTEM,We have 6 inexpensive Chinese restaurants in this area. So that I can narrow down the choice are you looking for the cheap price range or moderately priced?,Restaurant-Select,,,,,,Restaurant,Select,910,156
22447,SYSTEM,Do you prefer a hotel or a guesthouse?,Hotel-Select,,,,,,Hotel,Select,971,38
22911,SYSTEM,I just want to confirm. You need a train on Friday from Cambridge to Stansted Airport. What time would you like to depart? This is a 28 minute train ride.,Train-Select,,,,,,Train,Select,991,154
12,USER,Goodbye.,general-bye,3,3,3,3,,general,bye,0,8
928,USER,Goodbye,general-bye,3,3,3,,,general,bye,40,7
1454,USER,Goodbye.,general-bye,3,3,3,,,general,bye,62,8
1638,USER,"I'm sorry, I'm not ready to book yet. I can do it myself later. Thanks so much for all of your help. Bye.",general-bye,2,2,5,2,,general,bye,71,105
1728,USER,That is wonderful. Thank you so much for being patient. I am all set. Bye.,general-bye,4,3,4,3,,general,bye,74,74
2479,SYSTEM,"Great, I hope I was able to assist you with everything you needed. Have a good day.",general-bye,,,,,,general,bye,105,83
4523,SYSTEM,Have a great trip! Thank you for contacting us for all your booking needs. Enjoy your trip!,general-bye,,,,,,general,bye,194,91
8260,USER,Thanks so much. You have helped with everything I needed for now. Have a nice day. Bye.,general-bye,3,5,3,,,general,bye,359,87
8660,USER,"Great, thanks so much for all of your help today. That is everything. Bye.",general-bye,4,4,4,,,general,bye,376,74
8736,USER,"Bye, take care",general-bye,3,3,3,,,general,bye,379,14
12560,USER,"No, I actually wasn't ready to book anyway. Thanks so much for your help. I won't be needing anything else. Bye.",general-bye,2,3,2,2,,general,bye,545,112
13321,SYSTEM,"All right, if you're sure you don't need a taxi as well, have a very good day, then.",general-bye,,,,,,general,bye,579,84
13344,USER,good bye,general-bye,3,4,3,,,general,bye,580,8
13580,USER,Bye.,general-bye,4,3,3,,,general,bye,590,4
13582,USER,Goodbye.,general-bye,4,3,3,,,general,bye,590,8
17988,USER,"Great, thanks. You answered all my questions and were very helpful. Have a good day. Bye.",general-bye,4,4,3,,,general,bye,783,89
18595,SYSTEM,Goodbye,general-bye,,,,,,general,bye,809,7
18994,USER,"OK, I'll talk to my sister about that recommendation. Thanks for you help today, that will be all I need. Bye.",general-bye,3,3,3,3,,general,bye,827,110
19016,USER,Good bye.,general-bye,3,3,2,,,general,bye,828,9
19444,USER,Thank you. You have helped me with all my needs. Have a good day. Good Bye.,general-bye,3,3,3,3,3,general,bye,847,75
21050,USER,Good bye,general-bye,3,2,3,,,general,bye,912,8
2865,SYSTEM,I'm sorry about the misinformation. The TR2775 leaves on Thursday like you want. The price is 23.60 and the travel time is 51 minutes.,general-greet,,,,,,general,greet,122,134
6111,SYSTEM,Sorry. My system just refreshed. Alpha-milton guest house is a 3 star guesthouse in the north area in the moderate price range. It does not include internet or parking.,general-greet,,,,,,general,greet,263,168
6150,USER,"Hello, I'm looking for places to go in Cambridge. Ideally it should be located in the centre and it should include multiple sports.",general-greet,3,3,3,,,general,greet,265,131
15487,SYSTEM,"Yes, I can.",general-greet,,,,,,general,greet,674,11
22677,SYSTEM,"My apologies it appears that I forgot to book your lodging. I recommend Alexander Bed and Breakfast, would you like me to book it for you?",general-greet,,,,,,general,greet,981,138
687,SYSTEM,unfortunately I do not find any expensive spanish places to dine. Would you like to try something different? Also the hotels address is 56 saint barnabas road.,general-reqmore,,,,,,general,reqmore,30,159
1151,SYSTEM,"Absolutely! The City Centre North B and B is located at 328a Histon Road, postcode cb43ht. Their number is 01223312843. Can I help you with anything else today?",general-reqmore,,,,,,general,reqmore,50,160
1325,SYSTEM,"great, what would you like to know?",general-reqmore,,,,,,general,reqmore,58,35
1749,SYSTEM,Was that everything you needed?,general-reqmore,,,,,,general,reqmore,75,31
1761,SYSTEM,"Absolutely. They are located at Cambridge Lodge Hotel 139 Huntingdon Road, City Centre. Their phone number is 01223355166. Their postcode is cb30dq. Anything else I can help with?",general-reqmore,,,,,,general,reqmore,76,179
