conv_id,conv_text,average_rating,satisfaction_rating,sentiment,token_count
902,"USER Hello, can you show me any moderately-priced restaurants in the Centre of town, please?
SYSTEM Yes, there are over 20 of various types, do you have any type of food that you are craving?
USER I am looking for Thai food.
SYSTEM I'm sorry, there isn't a Thai restaurant there. Any other ideas?
USER What about asian oriental?
SYSTEM Yippee Noodle Bar meets your criteria. Would you like to book a table?
USER Do they serve alcohol?
SYSTEM Yes, you can absolutely order alcohol at the Yippe Noodle Bar. Would you like me to go ahead and make reservations?
USER Do they offer some sort of BYOB service there?
SYSTEM BYOB is not allowed in the bar, sadly Would you like to make a reservation?
USER Yes a table for four. Thank you
SYSTEM What time and day were you plan on eating at the Yippee Noodle Bar?
USER Actually, I don't need a reserved table after all. But, can I get their phone number please?
SYSTEM Sure, the number is 01223518111. Is there anything else I can assist you with?
USER Does this restaurant serve vegetarian food?
SYSTEM I'm sorry, they do not have vegetarian options here. What else can I assist you with?
USER Yes, can you tell what parks are good in town?
SYSTEM I sure can. There are five parks in town. Would you prefer to visit one in a particular part of town or are you open on the location?
USER Whatever park you think is the best one.
SYSTEM I like sheep's green and lammas land park fen causeway, because I can pet all of the nice soft pretty animals. Would you like to play with the animals too?
USER That sounds like it'll be fun to visit. What is the entrance fee, address, and phone number?
SYSTEM The free park is located at fen causeway, newnham road. The telephone number is 01223302580. May I help with anything else?
USER No. All set. Thanks.
USER OVERALL",2.75,Low,Positive,333
903,"USER I'm looking for some type of entertainment venue in the centre of town.
SYSTEM There is a vue cinema for your entertainment in the centre of town. Would you like the address?
USER No, thank you. Is there a museum in the centre area?
SYSTEM The Broughton House Gallery is in the area and has no entrance fee, would you like the address?
USER Yes, I would like the address, please.
SYSTEM The address is 98 King Street. Can I help you with anything else?
USER Yes, thanks, I'd like to find a restaurant in the same area. Do you have any listings that serve polynesian food?
SYSTEM I found no polynesian restaurants in the centre of town
USER How about something in the cheap price range?
SYSTEM there are 15 cheap priced restaurants in the centre. what type of food would you like?
USER Are any of them Italian?
SYSTEM Yes, as a matter of fact Pizza Hut, Ask, and Zizzi Cambridge all serve inexpensive Italian food. Do any of these interest you?
USER Yes, they all do. But which ones have a vegetarian menu?
SYSTEM Zizzi Cambridge has vegetarian options on the menu. Do you want to book that restaurant?
USER I would like to book Zizzi Cambridge for 6 people on Sunday at 16:15.
SYSTEM I'm terribly sorry but Zizzi is booked at that time. Can I try at another time or on another day?
USER Is there anything available for 15:15?
SYSTEM I've booked you at 15:15 on Sunday at Zizzi Cambridge. Anything else?
USER Do they have outdoor seating?
SYSTEM I'm afraid outdoor eating is not available here. Do you have additional questions about the restaurant?
USER Can I get the reference number, please?
SYSTEM Yes, the reference number is ZLMXP05F.
USER Does Zizzi have a gluten free menu?
SYSTEM Yes the restaurant has gluten free options. Do you want me to make the reservation?
USER Thank you very much for your help today!
SYSTEM Is there anything else that I can help you with?
USER That was everything. Thanks!
USER OVERALL",3.5,Medium,Positive,348
904,"USER Hello, can you recommend a cheap hotel with free parking, please?
SYSTEM Yes, I have found the Cambridge Belfry that is in the west part of town. Can I book this hotel for you?
USER Do they have free wifi as well as parking?
SYSTEM Yes, it has free internet and parking.
USER Is this a guesthouse?
SYSTEM No, it's a hotel. Would you like to book your stay?
USER I want to make sure, there is wifi at the hotel?
SYSTEM Yes, The Cambridge Belfry offers free wifi. Does that sound like it would be good for you?
USER You know, the part of town doesn't so much matter, I'd really like to find a guesthouse with free wifi and parking.
SYSTEM the cambridge belfry is in the cheap prise range would you like a booking?
USER Is it equipped with Wifi for guests?
SYSTEM Yes, there is free wi fi for guests. Would you like me to book the hotel for you?
USER Yes please.
SYSTEM Great. How many people in your party, and what day will you be arriving?
USER There will be 8 of us for 2 nights starting saturday
SYSTEM I am having an issue booking your hotel room for you.
USER How about switching it to 8 people for 1 night?
SYSTEM I'm sorry that doesn't seem to be available. Would you like me to double check for a guesthouse?
USER Yes please try again.
SYSTEM Okay I was able to book you. Your booking was successful. Your Reference number is : 91SNR681.
USER Are there any fun places to go ?
SYSTEM Lots of exciting things include 13 in the west area, and type of place in mind?
USER I'm thinking a museum.
SYSTEM Can I recommend the cafe jello gallery.
USER That sounds fun! Could you tell me the phone number, area, and entrance fee for cafe jello gallery?
SYSTEM Entrance is free. The phone number is 01223312112, and the area is the west.
USER I think that's all I need for today. Thanks. Goodbye.
USER OVERALL",3.75,High,Positive,346
905,"USER I need help finding an expensive place to eat in the west please.
SYSTEM There are many options for expensive food in West Cambridge. Is there a specific type of food you would like?
USER Yes, I would like eat Indian food, where I can eat Search Chicken Tikka Masala.
SYSTEM I'm sorry, there is nothing showing for Chicken Tikka Masala. There are however 5 expensive Indian restaurants in the west part of Cambridge. I would recommend the Rice Boat.
USER Does the restaurant offer vegetarian options?
SYSTEM Rice Boat does have vegetarian options. What time would you like me to book it?
USER Will the restaurant accept my AMEX card?
SYSTEM Yes, you may use your AMEX card. Do you have any other questions about the restaurant?
USER Does this restaurant offer free Wifi for in-dining customers?
SYSTEM Sorry, free WiFi is not available at The Rice Boat. Would you still like to make a reservation?
USER I'd like to book the Rice Boat for 1 at 11:45 on Monday.
SYSTEM You are booked for the Rice Boat on Monday at 11:45. Your reference number is S224QQ91. May I help you with anything else?
USER No, I think that covers it. Thanks so much for your help!
USER OVERALL",3.25,Medium,Positive,211
906,"USER Yes, I am looking for a place to dine. I would prefer the city centre and am looking for halal food.
SYSTEM I am sorry I can find no place that serves that in the centre area. Would you like to try another area or food type?
USER Ok. Is there an Indian restaurant in the centre area.
SYSTEM There are five Indian restaurants in that area, what is your price-range?
USER I don't have a price range. Can you just recommend one of the five restaurants and tell me the postcode and the price range
SYSTEM I apologize. There were 9 differrent indian restaurants in the centre of town. My recommendation would be Panahar. They are expensive. Their postcode is cb12lf. Anything else I can help with?
USER Do they offer delivery?
SYSTEM No, delivery is not offered at this location. Is there anything else I can help you with?
USER What is the post code for the expensive restaurant Panahar?
SYSTEM The postcode is cb12lf. Is there anything else I can do for you?
USER Could you let me know whether Panahar serves alcohol?
SYSTEM There are no alcoholic beverages served at Panahar. Can I help you with something else?
USER I'd like some information on theatre's in town.
SYSTEM There are five theatres in town, are you looking for something in the center of town as well?
USER Yes, and i would also need a taxi to leave by 1:00.
SYSTEM I would love to help! Where would you be coming from or going?
USER I need the taxi to pick me up at the theatre. But I suppose we should figure out exactly which theatre that is. You mentioned one in the centre?
SYSTEM Actually there are 4 theatres in the centre. ADC, Cambridge Arts, Mumford, and the Cambridge corn exchange.
USER How about Cambridge Arts?
SYSTEM Ok. And what is your destination?
USER I would be going from Cambridge Arts to Panahar, leaving by 1:00. Can you please provide the postcode and phone number of Cambridge Arts as well?
SYSTEM The postcode is cb23pj and the phone is 01223503333.
USER Great, I just need the taxi and I will be all set.
SYSTEM Sure. I have booked a red ford to pick you up. The contact number is 07021474520.
USER Is there a cancellation fee?
SYSTEM You can cancel for free up to 24 hours in advance, and after there is a 10 GBP fee. Can I help you with something else?
USER OK, thank you for your help.
SYSTEM Don't hesitate to contact the help desk again if you require assistance.
USER Thanks, that's all I need, goodbye!
USER OVERALL",3.0,Low,Positive,447
907,"USER Greetings, are there any moderately priced restaurants in centre?
SYSTEM There are several such restaurants. What type of food are you interested in?
USER I would like Vietnamese food.
SYSTEM I'm sorry, I don't have a moderately priced vietnamese restaurant. Will anything else do?
USER What other cuisines are available for a moderate price range in the centre of town?
SYSTEM There are many options available. Some choices are: Asian Oriental, British, Italian, International, Spanish, and Turkish.
USER Can you suggest one with British cuisine?
SYSTEM There are four restaurants in the centre that serve british food. They are all in the boderate price range. I suggest the copper kettle.
USER Do you know if they have delivery options available?
SYSTEM No, delivery services aren't available here. Can I still make you a reservation?
USER How about a gluten free menu? Do they have one?
SYSTEM Yes, the restaurant offers gluten free menu. Is there anything else I can help you with?
USER Great! I would love a reservation for 5 people at 15:00 on Wednesday please.
SYSTEM I was successfully able to book you a table. The reference number is F9UKG65L. Is there anything else?
USER Thanks, and yes please. I'd also like to find an entertainment attraction in the centre.
SYSTEM there is none in the centre. can we change the location?
USER Are there any colleges in the area?
SYSTEM There are 13, I recommend trinity college, would you like more info?
USER Are there vegetarian options?
SYSTEM Yes! Vegetarian options are available on the menu. Would you like me to make a reservation for you?
USER Yes. Can I please get the entrance fee and the postcode?
SYSTEM The entrance fee is 1 pound. The postcode is cb21tq. May I help with anything else?
USER No thanks. That was all. Bye.
USER OVERALL",3.5,Medium,Positive,308
908,"USER Can you help direct me a restaurant called Golden House?
SYSTEM Yes, Golden House is at 12 Lensfield Road City Centre, postcode cb21eg.
USER Is there disability access at the restaurant?
SYSTEM No, there is no weelchair access at the resturant Is there anything else i can help you with?
USER Can you provide me reviews about this listing. Is this a great hotel and what are the accommodations. Does this place have good customer service
SYSTEM I'm sorry, I don't understand. Golden House is a restaurant, not a hotel. Can you please clarify what you're looking for?
USER Yes sorry I meant does the restaurant have any reviews? Also I need help looking for a train leaving on Saturday and arriving in Kings Lynn.
SYSTEM Sorry, I can't provide reviews. There are 19 trains for Saturday going to Kings Lynn, where is your departure city?
USER Cambridge
SYSTEM Okay I would be happy to book you a seat on the train if you tell me when you want to leave and arrive and how many people will be traveling.
USER just me, leave at 19:45. please tell me the arrival time and travel time
SYSTEM You can depart at 19:11, arriving at 19:58, or at 20:11, arriving at 20:58. Travel time is 47 minutes.
USER Can you tell me what time the Cambridge Station opens?
SYSTEM The station in Cambridge opens at 5:00 am daily and at 7:00 am Sundays. Is there anything else I can do for you today?
USER May I reserve a seat on the train?
SYSTEM No, reserving a seat is not an option. Can I help you with anything else?
USER thank you
USER OVERALL",2.67,Low,Positive,282
909,"USER I would like a cheap restaurant.
SYSTEM There are ten cheap restaurants in the city; do you have a preference of area or type of cuisine?
USER I don't care.
SYSTEM Ask is a nice place, that is in the cheap price range. Is there anything else I can help you with?
USER Actually, I'd like one in south part of town. Is Ask in the south?
SYSTEM I'm sorry, but Ask is not in the south part of town. There are 2 restaurants in the south part of town and in the cheap price range. Would you like Portuguese or Chinese food?
USER I have no preference, please make a suggestion.
SYSTEM nandos is a nice restaurant in the south part of town and in the cheap price range. Their phone number is 01223 327908 and they are located at Cambridge Leisure Park Clifton Way.
USER If I dine in is there free wifi available?
SYSTEM I'm sorry, they do not have free WiFi available. Anything else I can do for you?
USER Do they offer delivery services if I don't want to eat in person?
SYSTEM No, they do not offer delivery services. Is this all for you today?
USER Do they have highchairs for babies?
SYSTEM Nandos does have baby chairs available. Does that answer all your questions?
USER Okay, that sounds good. Thank you for your help.
USER OVERALL",3.0,Low,Positive,234
910,"USER I'm looking for a chinese food restaurant.
SYSTEM the good luck chinese food takeaway is a nice place. Do you want to book ?
USER Is it moderately priced?
SYSTEM It's on the expensive side. I do have 4 options in the moderate price range in either the centre of town or the north. Do you have a preference?
USER Okay, I don't need a specific area and I will take a recommendation from you on one that is moderately priced please. I will need the address.
SYSTEM OK, I recommend the jinling noodle bar, address is 11 Peas Hill City Centre. Can I get anything else for you?
USER Yes, I need a hotel in the centre with free wifi and free parking.
SYSTEM I have 4 places that might meet your needs. 2 are guesthouses and 2 are hotels. Do you have a preference?
USER No, but I would like it to be moderately priced.
SYSTEM I cannot find any hotels with that exact criteria, I apologize.
USER Would there be a moderately priced guesthouse or hotel with free wifi and free parking in the west?
SYSTEM There is hobsons house, would you like to stay there?
USER Are there concierge services with this hotel?
SYSTEM This hotel does not offer concierge services. Anything else I can do for you?
USER Will there be a designated smoking area?
SYSTEM No, the hobsons house doesn't allow smoking at all. Should i make the reservation?
USER Can you tell me if they allow pets?
SYSTEM No. Pets are not allowed at the Hobsons House. Is this all for you today?
USER Yes could you make me a reservation for 8 people for 4 nights from Tuesday.
SYSTEM Booked! Reference number is : E0RHMUR6.
USER Thank you, that is everything I need.
USER OVERALL",3.0,Low,Positive,304
911,"USER Hi I'm looking for a restaurant in the center, one that is inexpensive.
SYSTEM Bedouin on 100 Mill Road City Centre is available. It serves African food. Would you like a reservation?
USER Is there a restaurant that serves Tuscan food?
SYSTEM I'm sorry, but I don't show any Tuscan restaurants.
USER Can you try Chinese?
SYSTEM We have 6 inexpensive Chinese restaurants in this area. So that I can narrow down the choice are you looking for the cheap price range or moderately priced?
USER I'm sorry, I would actually like to find a cheap Mediterranean restaurant.
SYSTEM Sure thing I would suggest la mimosa
USER is it a cheap place?
SYSTEM La Mimosa is not cheap, but The Gardenia is. Would you like a table there?
USER yes, I would like to book a table for 7 people at 14:00 on tuesday
SYSTEM Booking was successful. The table will be reserved for 15 minutes. Reference number is : Y93ZZAHM. Anything else I can help with?
USER Yes, I'll need a train leaving cambridge and going to ely on Tuesday as well.
SYSTEM at what time do you want to leave or arrive?
USER i would like to arrive in cambridge by 08:00.
SYSTEM Please confirm you are traveling from cambridge and going to ely. Also, confirm if you want to leave Cambridge at 08:00 or arrive in ely at 08:00.
USER that is right, please get me the booking.
SYSTEM Your Train ID is TR1534 and the price is 4.40 pounds per person.
USER Is this train going to let me bring my cat with me on board?
SYSTEM Yes, you can bring up to 2 cats on a short leash or in a basket 85x60x60cm. What other information would you like me to provide to you?
USER Can i get the reference number please?
SYSTEM How many tickets do you need?
USER Does the train allow me to ride with a bike?
SYSTEM You may only bring folded bikes on board. Would you like to make a reservation now?
USER I need 7 tickets please.
SYSTEM Booking was successful, the total fee is 30.8 GBP payable at the station . Reference number is : 25ILDP20.
USER Do they have Vegetarian options?
SYSTEM Yes they do offer some vegetarian entrees. Do you want to book a table there?
USER Thank you so much!
SYSTEM Is there anything else I can help you with today?
USER No, that's it. Thank you so much for your help.
USER OVERALL",4.0,High,Positive,420
912,"USER I need some cheap Caribbean eats somewhere.
SYSTEM I'm sorry. I was unable to find a restaurant with those criteria. Would you like to try a different type of restaurant or price range?
USER I would like the restaurant to be in the centre.
SYSTEM The Dojo Noodle Bar in in the centre. It serves Asian Oriental food. Can I reserve that for you?
USER No, I'm not in the mood for that. Maybe something Indian, though. Are there any of those?
SYSTEM Yes, there are three cheap indian restaurants in the centre. I'd suggest Kohinoor, as it's my favorite. Would you like to book it?
USER Yes, please book a table for 8 people at 14:15 on friday.
SYSTEM I'm sorry, that time is not available at Kohinoor. Would you like me to find another restaurant for you?
USER Another in the same area and price.
SYSTEM I was able to book The Ghandi, reference number is 6GPZKTWV
USER I'll be bringing my baby with me. Does The Ghandi have baby chairs?
SYSTEM No, The Ghandi doesn't offer high chairs. Was there anything else you needed?
USER Do they offer take out?
SYSTEM No, they do not do takeout here. Did you need help with anything else?
USER Does this restaurant serve any alcohol?
SYSTEM No this restaurant does not serve any alcohol. Does this work for you?
USER Thank you so much!
SYSTEM You are welcome. Is there anything else I can help you with?
USER No, that will do it for now. Bye.
USER OVERALL",2.5,Low,Positive,259
913,"USER I would like a moderately priced restaurant in the north part of town
SYSTEM golden wok is a moderately priced restaurant in the north part of town
USER Is there anything else?
SYSTEM The Nirala is moderately priced restaurant in the north of town as well.
USER Does The Nirala serve alcohol to customers?
SYSTEM Alcohol is indeed served at this restaurant. Do you have other restaurant questions?
USER What kind of food does The Nirala serve?
SYSTEM The Nirala serves Indian
USER Is there free wifi for customers that are eating there?
SYSTEM The Nirala does not offer free wifi for customers. Anything else I can do for you?
USER What is their phone number?
SYSTEM The phone number for the nirala is 01223 360966. Can I help you with anything else today?
USER Do they have outdoor seating?
SYSTEM I'm sorry, there is no outdoor seating available. Anything else I can do for you?
USER No, thank you. I have all the information that I need now.
SYSTEM Thank you for using our system. Good bye
USER Good bye
USER OVERALL",3.0,Low,Positive,184
914,"USER I am planning a trip to Cambridge and I'm looking for a place to stay. I prefer a 4 star hotel in the west.
SYSTEM If price is no object, I'd recommend the Huntingdon Marriott Hotel. I also have a cheap hotel and a cheap guesthouse in the west.
USER I would prefer a guesthouse with free wifi. Do you have one?
SYSTEM Yes, finches bed and breakfast is a guesthouse in the east, cheap yet 4 stars, and both parking and internet are available. Would you like to book a room?
USER First, can you tell me whether Finches Bed and Breakfast has any designated smoking areas?
SYSTEM No, you will need to step out for a smoke. Anything else you would like to know about the hotel?
USER Do they have free parking?
SYSTEM Yes, they have parking. Would you like to book or know more info?
USER id love to book!
SYSTEM Great, can you tell me when you'd like to book?
USER Can you tell me if there is a safety deposit box in the room?
SYSTEM Unfortunately, Finches Bed and Breakfast does not have any safety deposit boxes. I'd be happy to make a reservation for you, if you would like?
USER Can you please give me the address and phone number of the location? I would also like to find some college-related attractions in that area.
SYSTEM The number for Finches is 01223276653. The address is 144 Thornton Road.
USER OK, thank you. I can't book just yet. Are there any colleges in the east part of town?
SYSTEM There are no colleges available in the east part of town.
USER Hmm. Is there a similar guesthouse in an area that does have colleges?
SYSTEM No, unfortunately. That's the only place.
USER I'd like to book a taxi leaving the hotel by 21:00. I'd also like the contact number and car type.
SYSTEM I apologize for any confusion, there are actually 5 colleges located on the West side of town near the guesthouse. I would recommend visiting the Churchill College.
USER How much will it cost if I have to cancel the taxi service?
SYSTEM It’s free for the first 24 hrs and 10GBP after that timeframe! Will that work for you?
USER Great! May I have the address and phone number?
SYSTEM Sure. Churchill College is on storey's way, and the phone is 01223336233.
USER Great, now I need to book a taxi to go between the two, please.
SYSTEM I have booked your taxi. It is a black lexus and the contact number is 07034946796.
USER Great! Thanks for your help.
SYSTEM You're welcome! Is there anything else I can do for you?
USER Actually I think there has been some confusion. I'm looking for a 4 star guesthouse with free wifi in the WEST. The locations you gave me are in the wrong area.
SYSTEM I do apologize for the confusion earlier, I misspoke. Finches B & B is in fact in the West.
USER Okay, thank you.
SYSTEM Would you like more information?
USER Nah that won't be necessary. Appreciate the help!
USER OVERALL",3.67,High,Positive,525
915,"USER I'm looking for some type of entertainment in the centre of town, can you tell me what is available?
SYSTEM Can you be more specific? There's a lot of different things to do, like restaurants, shows, clubs...
USER Are there any museums?
SYSTEM There are 11 museums in centre, all with free admission. What type of museum would you like to visit?
USER Any of those museums will work. Will you select one for me? I need their phone number, please.
SYSTEM How about the Fitzwilliam Museum? The phone number there is 01223332900.
USER That's great. I also need some place to eat someplace moderate that serves corsican food.
SYSTEM I'm sorry, there is nothing meeting those requirements in that area? Would you like me to look further?
USER Is there any corsica restaurants in the centre of town? Moderate price range
SYSTEM Sorry, there isn't any restaurants that fit that criteria, can I find you something else?
USER Does this restaurant offer vegan options?
SYSTEM Yes, there are vegetarian options here. Are you interested in eating here or not?
USER Do they have outdoor seating?
SYSTEM This establishment does not have outdoor seating. Would you like me to book it?
USER How about one that serves British food then?
SYSTEM The oak bistro is in town centre serving british food and is moderately priced. I'd be happy to make a reservation for you if you'd like?
USER Yes please. Can I get in on Thursday at 13:30? There will be 3 of us.
SYSTEM The table will be reserved for 15 minutes. The reference number is 411GM546.
USER I need to know if there are any chairs here for babies available?
SYSTEM The Oak Bistro has high chairs available for all children. Would you like to know anything else?
USER That sounds wonderful! Thank you so much for your help!
SYSTEM Anything else I can help you with?
USER No, I don't need anything else today. Goodbye.
USER OVERALL",3.0,Low,Positive,331
916,"USER Hi, I'm looking for a European restaurant.
SYSTEM The Eraina is an expensive European restaurant located at Free School Lane City Centre.
USER Is this actually located in the centre area? I just want to make sure.
SYSTEM Yes it is located in the centre area, shall I reserve a table for you?
USER I'm hoping to listen to live music while I dine; do they offer that?
SYSTEM Sorry, Eraina does not have live music. Do you want to make a reservation?
USER Yes. Please reserve it for 5 people on Friday at 13:45.
SYSTEM Booking was successful. The table will be reserved for 15 minutes. Reference number is : DJ7MZL41. Is there anything else I can help you with today?
USER Great. I'll also need to find a train out of cambridge. I need to leave sometime after 13:45.
SYSTEM May I get some more information from you to ensure we get you on the best train possible for you, the last bit of information I need is where you would like to arrive via train.
USER Of course, my destination will be stansted airport.
SYSTEM I have train TR1316, It arrives at 15:08. Would you like me to book it for you?
USER Am I allowed to bring my pet onto the train with me?
SYSTEM Two domestic pets are allowed; they must be on a lead or carried in a basket size 85x60x60 cm. Would you like me to book the train?
USER Yes, can you book it for 5 people and get me the reference number?
SYSTEM Unfortunately, I am unable to book it right now.
USER Oh. Could you please try again?
SYSTEM Booking was successful, the total fee is 50.5 GBP payable at the station . Reference number is : GAF920N6. Is there anything else I can help you with?
USER Can you send me written confirmation of my train reservation?
SYSTEM Upon completion of the booking, you will receive confirmation via email. May I assist you with anything else?
USER No there is nothing else today. thanks, bye
USER OVERALL",2.75,Low,Positive,349
917,"USER I am looking for a train that departs from kings lynn. I need to leave after 11:30.
SYSTEM I have many trains available. What is your destination and day you would like to travel?
USER I would like to leave from Kings Lynn and go to Cambridge.
SYSTEM TR0864 will be fine with you. how many tickets do i book?
USER Can I get the travel time, and arrival time of that?
SYSTEM Travel time is 47 minutes and arrive by 16:58.
USER Is it alright to smoke during the trip at all
SYSTEM Sorry, no smoking allowed on the train. Is there something else I can help you with today?
USER Thank you. I am also looking for a 4 star hotel on the east side.
SYSTEM We have six, though all are guesthouses.
USER That's fine, can you find one in the moderate price range with free parking.
SYSTEM a and b guest house is in the moderate price range. Would you like me to book it?
USER Does this hotel provide American style breakfast?
SYSTEM Sorry, the hotel provides continental and Full English/Irish breakfast only. Anything else I can do for you?
USER Will I be able to smoke there at all?
SYSTEM There are some designated smoking areas all over the guest house. Do you want to reserve a room?
USER I'm still thinking about it. Can you please provide me with the address and phone number?
SYSTEM 124 tenison road, cb12dp. the phone is 01223315702.
USER thanks for all of your help today
SYSTEM You're welcome. I hope you can decide soon.
USER Thank you for your time.
USER OVERALL",3.33,Medium,Positive,276
918,"USER I am trying to find a Jamaican restaurant
SYSTEM We don't have any Jamaican restaurants here. Would you like to try something else?
USER How about a expensive mediterranean?
SYSTEM There are two restaurants, La Mimosa or Shiraz
USER let's book a table at Shiraz.
SYSTEM Can I get what day,time and how many people will be dining?
USER Monday at noon and five.
SYSTEM Your booking was successful. The table will be reserved for 15 minutes. Reference number is: QJI9U6C7. Is there anything else I can assist you with today?
USER Does the restaurant have free wifi for customers?
SYSTEM no we not offer that sorry Would you like to book a hotel too?
USER Also looking for a place to stay. The hotel should include free parking and should include free wifi.
SYSTEM I recommend acorn guest house on 154 chesterton road would you like me to book?
USER Can I get the address, postcode and price range of that hotel?
SYSTEM It is a moderate priced guesthouse. The address is 154 chesterton road and postcode is cb41da. Can I book you any rooms?
USER Sure, that would be great. one person for 2 nights please.
SYSTEM What day will you be arriving?
USER The same day, I'd also like a taxi to go between the hotel and restaurant.
SYSTEM I need to know the time you want to leave.
USER Wednesday, I need to arrive to the restaurant by my booked time.
SYSTEM I think we've almost mixed up your bookings! To clarify, you'd like a hotel reservation starting on Wednesday? Your restaurant booking is set for Monday. We can make changes!
USER What was I thinking! I wanted to book a table for 1 person, myself, at 12:30 on Wednesday. Please change my booking at Shiraz.
SYSTEM So you would like to cancel the other booking?
USER I need to change it to Wednesday at 12:30 for 1 person. The others can't make it. Sorry.
SYSTEM No worries. Your table for 1 is reserved and your reservation code is GKDDPL1M. The table will be held for 15 minutes. Will that be all today?
USER No, please find me a zero star hotel that offers free wifi and free parking
SYSTEM Sorry I don't have any 0 star hotels with that criteria.
USER Any stars would be fine.
SYSTEM I'm so sorry but i'm confused. What would you like me to search for your place to stay?
USER I am looking for a hotel with a zero star rating with both free wifi and parking, please.
SYSTEM There are two cheap guesthouses meeting your needs: el shaddai in the centre and city centre north b and b in the north. Which do you prefer?
SYSTEM i highly recommend el shaddai. it is cheap. can i book?
SYSTEM El Shaddai is a cheap, 0 star guesthouse in the centre. Will that work for you?
USER I want to pay with my master card. Is that ok?
SYSTEM Yes, Mastercard is an accepted form of payment. Anything else I can do for you?
USER Yes, can I get the postcode and address please.
USER OVERALL",3.0,Low,Positive,527
919,"USER I'm looking for a 4 star hotel. Can't wait to check out Cambridge.
SYSTEM Yes I have both guesthouses and hotels that are 4 stars. Any preference on amenities or price?
USER I need it to have free parking too.
SYSTEM I can suggest allenbell.
USER Do they charge a pet fee?
SYSTEM There are not pets allowed unfortunately. Would you like any more assistance?
USER is it expensive?
SYSTEM no quite cheap actually
USER Hmm, I don't usually like the cheaper places. How about anything that is moderately priced?
SYSTEM There is nothing that matches your criteria.
USER No problem. I would like a place to eat. Chinese food around the centre of town.
SYSTEM Okay I have many choices. Do you have a preference for price?
USER yes is should be expensive
SYSTEM I've heard great things about HK fusion.
USER Actually, I am looking for one that is in the same price range as the hotel for 3 people at 14:45 on Monday.
SYSTEM I have 3 options for moderately priced Chinese in the centre. I would suggest jinling noodle bar.
USER Does that restaurant offer free wi-fi for diners?
SYSTEM No, there is no free WIFI at Jinling. Can I book it for you?
USER That will be nice. Can you book it for monday at 14:45 for 3 people?
SYSTEM Ok, your booking was successful. The table will be reserved for 15 minutes, the reference number is : SBDEVYH9.
USER Thank you. Going back, I don't think we chose a hotel. I need a moderate price guesthouse with 4 stars. Remember?
SYSTEM We have 9 moderately priced guesthouses with parking, which side of town are you looking for?
USER I am looking for the centre area.
SYSTEM Based on the criteria, I cannot find a hotel. Would you like to try a different preference?
USER What about an expensive one?
SYSTEM The jinling noodle bar had already been booked for you, is that not ok?
USER No that is fine but I do need a taxi to arrive at the reastaurant by 14:45 and pick me up from the hotel.
SYSTEM I don't see where you have chosen a hotel. Perhaps we should look at that first?
USER May I cancel my taxi booking later?
SYSTEM Yes, you may cancel up to 24 hour for free, 10 gbp after this time frame. Is this all for you today?
USER Yes an expensive one would be great with a 4 star rating and free parking.
SYSTEM The university arms hotel sounds like exactly what you're looking for. Would you like me to book it for you?
USER No I just need their phone number and address.
USER OVERALL",2.5,Low,Positive,453
920,"USER I have the name of a restaurant that I need some help finding, whenever you're ready.
SYSTEM I'm ready.
USER It is the Seasame Restaurant and Bar.
SYSTEM I'm sorry but I was unable to find the restaurant you requested. Is there a type of food you were thinking about having?
USER I misspelled the place it is sesame, can you look that up again and book 3 poeple at 17:00 on monday if available?
SYSTEM Gladly. I have a table reserved for you at the Sesame Restaurant and bar for Monday at 17:00. Your reference is 5OEIV10L. Is there anything else I can help you with?
USER Does this restaurant offer delivery services?
SYSTEM At this time The Sesame Restaurant and Bar does not offer delivery options. Is there anything else I can find for you today?
USER Yes I'll also need a train to Cambridge.
SYSTEM Where would you like to go?
USER To Cambridge, on Monday. I will be leaving Birmingham new street.
SYSTEM okay the first train leaves the station at 5:40 the last 09:40
USER I need to arrive by 14:15.
SYSTEM TR3387 arrives in cambridge by 13:23. Price is 75.10 pounds. Will that work for you? Would you like me to books seats?
USER I don't need you to book that, but I will need to know the departure time, please.
SYSTEM The TR3387 leaves at 10:40.
USER If I do book, can I cancel later on? I need to know if this is possible.
SYSTEM Definitely. A full refund is available for a delayed or cancelled train, otherwise you pay 12 gbp. Anything else for you today?
USER Is there a parking facility for bicycles at the train station? If so, is there a fee?
SYSTEM Yes there is and there is a fee after 7pm. Was there anything else you needed?
USER Great, thanks so much for your help. That's all I need today.
USER OVERALL",3.0,Low,Positive,325
