speaker,text,domain-intent,rating 1,rating 2,rating 3,rating 4,rating 5,domain,intent,avg_rating,conv_ID,turn_id,wt_avg_rating,word_count,satisfaction_rating
SYSTEM,I'm sorry they don't have any high chairs. Is there anything else you need?,,,,,,,,,,806,9,,14,Medium
USER,Can we listen to live music at the Grafton Hotel Restaurant while we dine?,,3.0,3.0,3.0,,,,,3.0,806,10,3.0,14,Medium
SYSTEM,"No, the Grafton Hotel Restaurant does not have live entertainment. Can I be of any further assistance to you?",,,,,,,,,,806,11,,19,Medium
USER,"That is all, thank you very much. Good bye.",general-bye,3.0,3.0,3.0,,,general,bye,3.0,806,12,3.0,9,Medium
USER,OVERALL,,2.0,2.0,3.0,,,,,2.33,806,13,2.33,1,Low
USER,I'm looking for a train please.,Train-Inform,3.0,2.0,3.0,,,Train,Inform,2.67,807,0,2.67,6,Low
SYSTEM,Ok I can assist you with that. Where will you be departing from?,Train-Request,,,,,,Train,Request,,807,1,,13,Medium
USER,I will be leaving from Cambridge.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,807,2,3.0,6,Medium
SYSTEM,"I found more than 1,000 trains. Do you have a destination in mind?",Train-Request,,,,,,Train,Request,,807,3,,13,Medium
USER,I need to go to Birmingham New Street.,Train-Inform,3.0,2.0,2.0,,,Train,Inform,2.33,807,4,2.33,8,Low
SYSTEM,"Thanks. And what day will you be traveling, please?",Train-Request,,,,,,Train,Request,,807,5,,9,Medium
USER,Monday is the day I plan to travel,Train-Inform,3.0,3.0,2.0,,,Train,Inform,2.67,807,6,2.67,8,Low
SYSTEM,these is the schedule for that day,,,,,,,,,,807,7,,7,Medium
USER,Does the train accept season ticket?,,3.0,2.0,2.0,,,,,2.33,807,8,2.33,6,Low
SYSTEM,You may use your season ticket to redeem train tickets at the station. Would you like any more information?,,,,,,,,,,807,9,,19,Medium
USER,I need a train going to birmingham new street leaving on monday. The train is going to cambridge leaving after 18:30.,Train-Inform,3.0,3.0,2.0,,,Train,Inform,2.67,807,10,2.67,21,Low
SYSTEM,TR3283 leaves Cambridge at 19:01 and arrives at birmingham new street at 21:44. Do you want a booking?,Train-OfferBook,,,,,,Train,OfferBook,,807,11,,18,Medium
USER,Can I purchase additional data beyond the limit allowed for WiFi on the train?,,3.0,2.0,3.0,,,,,2.67,807,12,2.67,14,Low
SYSTEM,"Sorry, you won't be able to purchase additional data. How many tickets do you need?",,,,,,,,,,807,13,,15,Medium
USER,Yes. Thank you.,general-thank,3.0,3.0,3.0,,,general,thank,3.0,807,14,3.0,3,Medium
SYSTEM,Is it one ticket you need or more?,Train-Request,,,,,,Train,Request,,807,15,,8,Medium
USER,Just one ticket please.,Train-Inform,3.0,2.0,3.0,,,Train,Inform,2.67,807,16,2.67,4,Low
SYSTEM,"Booking was successful, the total fee is 75.09 GBP payable at the station. Reference number is : BP0P7TU6.",Train-OfferBooked,,,,,,Train,OfferBooked,,807,17,,18,Medium
USER,Is parking available for passengers at this station?,,3.0,3.0,2.0,,,,,2.67,807,18,2.67,8,Low
SYSTEM,Yes parking is available. Check with your station for fees. Anything else?,,,,,,,,,,807,19,,12,Medium
USER,Thank you.That's all I need for now.,general-thank,3.0,3.0,3.0,,,general,thank,3.0,807,20,3.0,7,Medium
USER,OVERALL,,3.0,2.0,3.0,,,,,2.67,807,21,2.67,1,Low
USER,Are there any Swedish restaurants in Cambridge?,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,808,0,3.0,7,Medium
SYSTEM,"I'm sorry, I do not show any Swedish restaurants. Is there another type of restaurant I could find for you?",Restaurant-Request,,,,,,Restaurant,Request,,808,1,,20,Medium
USER,Yes an you search for christmas food?,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,808,2,3.0,7,Medium
SYSTEM,I am sorry I do not have anything listed matching that request. Any other type of food?,Restaurant-Request,,,,,,Restaurant,Request,,808,3,,17,Medium
USER,What about a moderately priced European restaurant? I need a reservation for 3 people at 14:30 on Thursday. Could you provide the reference number after making the reservation?,Restaurant-Request,3.0,3.0,3.0,3.0,,Restaurant,Request,3.0,808,4,3.0,28,Medium
SYSTEM,There are 11 different restaurants serving European food. What area of town would you like?,Restaurant-Request,,,,,,Restaurant,Request,,808,5,,15,Medium
USER,I don't have a preference on the area. If you could recommend on that would be great.,,3.0,2.0,3.0,3.0,,,,2.75,808,6,2.71,17,Low
SYSTEM,"If I may, might I suggest The Michaelhouse Cafe. They are located at St. Michae's Church Trinity Street City Centre. They have amazing food.",Restaurant-Recommend,,,,,,Restaurant,Recommend,,808,7,,24,Medium
USER,Sounds like an excellent choice. Please proceed with making a reservation. Thanks!,general-thank,3.0,4.0,3.0,4.0,,general,thank,3.5,808,8,3.42,12,High
SYSTEM,You're all booked. Reference number is OBL5NIMY.,Booking-Book,,,,,,Booking,Book,,808,9,,7,Medium
USER,I also need a train to leave Friday and arrive by 08:15 from bishop stortford by cambridge. Can you give me the depart time?,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,808,10,3.0,24,Medium
SYSTEM,TR3450 leaves at 7:29. Can I help you with anything else today?,general-reqmore,,,,,,general,reqmore,,808,11,,12,Medium
USER,Does that train offer WiFi service?,,3.0,3.0,3.0,3.0,,,,3.0,808,12,3.0,6,Medium
SYSTEM,"Yes, the train offers free wifi service. Anything else I can do for you?",,,,,,,,,,808,13,,14,Medium
USER,My child will be traveling with me. Do they get a discount for the train?,,3.0,3.0,3.0,3.0,,,,3.0,808,14,3.0,15,Medium
SYSTEM,"Children under 5 ride for free, children 5 to 16 get a 50% discount. Can I help you with anything else?",,,,,,,,,,808,15,,21,Medium
USER,"I actually need the train to arrive at Bishops Stortford, not depart from. So sorry for the confusion.",Train-Inform,3.0,2.0,3.0,3.0,,Train,Inform,2.75,808,16,2.71,18,Low
SYSTEM,train TR2061 should fit you.,Train-Inform,,,,,,Train,Inform,,808,17,,5,Medium
USER,Does the restaurant have seats for babies?,,3.0,3.0,3.0,3.0,,,,3.0,808,18,3.0,7,Medium
SYSTEM,The cafe does have highchairs available for use. Would you still like to make the reservation to the restaurant?,,,,,,,,,,808,19,,19,Medium
USER,"Great, can you tell me the departure time of the train from Cambridge to Bishops Stortford?",Train-Request,4.0,3.0,3.0,4.0,,Train,Request,3.5,808,20,3.42,16,High
SYSTEM,"The departure time is still the same, 7:29.",Train-Inform,,,,,,Train,Inform,,808,21,,8,Medium
USER,Alright. That is all I needed. Thank you very much.,general-thank,4.0,3.0,4.0,4.0,,general,thank,3.75,808,22,3.71,10,High
USER,OVERALL,,4.0,4.0,3.0,4.0,,,,3.75,808,23,3.71,1,High
USER,I would like a moderately priced restaurant in the south part of town,Restaurant-Inform,3.0,3.0,4.0,,,Restaurant,Inform,3.33,809,0,3.33,13,High
SYSTEM,I have two restaurants. They are Pizza Hut Cherry Hinton and Restaurant Alimentum.,Restaurant-Inform,,,,,,Restaurant,Inform,,809,1,,13,Medium
USER,What type of food do each of them serve?,Restaurant-Request,3.0,3.0,4.0,,,Restaurant,Request,3.33,809,2,3.33,9,High
SYSTEM,"Pizza Hut Cherry Hinton is Italian, and Restaurant Alimentum is Modern European. Would you like information on either of them?",general-reqmore,,,,,,general,reqmore,,809,3,,20,Medium
USER,"Yes, what is the address and phone number for Pizza Hut Cherry Hinton?",Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,809,4,3.0,13,Medium
SYSTEM,The address for pizza hut cherry hinton is G4 Cambridge Leisure Park Clifton Way Cherry Hinton and the phone number is 01223 323737,Restaurant-Inform,,,,,,Restaurant,Inform,,809,5,,23,Medium
USER,Does Pizza Hut Cherry Hinton accept to-go orders?,,3.0,3.0,4.0,,,,,3.33,809,6,3.33,8,High
SYSTEM,The Pizza Hut Cherry Hinton does not offer take-out ordering at this time. What other questions do you have?,,,,,,,,,,809,7,,19,Medium
USER,What type of food do they serve?,Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,809,8,3.0,7,Medium
SYSTEM,They serve italian food. Can I help you with anything else?,general-reqmore,,,,,,general,reqmore,,809,9,,11,Medium
USER,Do they allow BYOB at the Pizza Hut Cherry Hinton?,,3.0,3.0,3.0,,,,,3.0,809,10,3.0,10,Medium
SYSTEM,I'm afraid you cannot bring your own beverages at this location. Would you like to know more?,,,,,,,,,,809,11,,17,Medium
USER,What are the delivery options for this place?,,3.0,3.0,4.0,,,,,3.33,809,12,3.33,8,High
SYSTEM,The Pizza Hut Cherry Hinton does not offer delivery options. Is there anything else I can help with today?,,,,,,,,,,809,13,,19,Medium
USER,Thank you goodbye.,general-bye,3.0,4.0,4.0,,,general,bye,3.67,809,14,3.67,3,High
SYSTEM,Goodbye,general-bye,,,,,,general,bye,,809,15,,1,Medium
USER,Goodbye again.,,4.0,3.0,4.0,,,,,3.67,809,16,3.67,2,High
USER,OVERALL,,3.0,3.0,4.0,,,,,3.33,809,17,3.33,1,High
USER,What is there to do or see for entertainment?,,3.0,3.0,3.0,,,,,3.0,810,0,3.0,9,Medium
SYSTEM,"There are many options, including a boat, college, architechture, and theatre.",Attraction-Inform,,,,,,Attraction,Inform,,810,1,,11,Medium
USER,What is in the centre?,Attraction-Inform,3.0,3.0,3.0,,,Attraction,Inform,3.0,810,2,3.0,5,Medium
SYSTEM,"There are still 44 entries including options like architecture, theatre, museums, concerthall, etc. Do you think you can narrow down your options a bit?",Attraction-Inform,,,,,,Attraction,Inform,,810,3,,24,Medium
USER,"If there is nothing under entertainment, do you have a museum you can recommend?",,3.0,3.0,2.0,,,,,2.67,810,4,2.67,14,Low
SYSTEM,Do you have a price preference?,Attraction-Request,,,,,,Attraction,Request,,810,5,,6,Medium
USER,"No, I don't mind paying admission.",,2.0,2.0,2.0,,,,,2.0,810,6,2.0,6,Low
SYSTEM,OKay then I would suggest great saint mary's church,Attraction-Recommend,,,,,,Attraction,Recommend,,810,7,,9,Medium
USER,"Sound good. Can I get their address, phone number and entrance fee please?",Attraction-Request,3.0,3.0,2.0,,,Attraction,Request,2.67,810,8,2.67,13,Low
SYSTEM,Sure! The address is Market Square. Phone number is 01223350914 and it costs 2 pounds to get in.,Attraction-Inform,,,,,,Attraction,Inform,,810,9,,18,Medium
USER,"Thanks. I also need help with lodging in the moderate price range with free wifi, please.",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,810,10,3.0,16,Medium
SYSTEM,The cityroomz hotel is located in the centre and has free wifi. Would you like to make a reservation?,Booking-Inform,,,,,,Booking,Inform,,810,11,,19,Medium
USER,Do you happen to have any guesthouses in that area?,Hotel-Inform,2.0,3.0,2.0,,,Hotel,Inform,2.33,810,12,2.33,10,Low
SYSTEM,I don't. Would you like to try a different location or price?,Hotel-Request,,,,,,Hotel,Request,,810,13,,12,Medium
USER,"Yes please find me a guesthouse in the north, in the moderate price range that includes free wifi.",Hotel-Inform,3.0,3.0,2.0,,,Hotel,Inform,2.67,810,14,2.67,18,Low
SYSTEM,of how many stars do you prefer?,Hotel-Request,,,,,,Hotel,Request,,810,15,,7,Medium
USER,I have no preference.,,2.0,3.0,3.0,,,,,2.67,810,16,2.67,4,Low
SYSTEM,"The Avalon is a guesthouse in the north, in the moderate price range, with free wifi. Do you want me to book it? I will need your details.",Booking-Inform,,,,,,Booking,Inform,,810,17,,28,Medium
USER,I need to know if there are banquet facilities on the premises?,,2.0,3.0,2.0,,,,,2.33,810,18,2.33,12,Low
SYSTEM,The Avalon does not have any banquet facilities. Would you still like me to book?,,,,,,,,,,810,19,,15,Medium
USER,Yes please. I need the reservation to be for 5 people.,Hotel-Inform,3.0,3.0,2.0,,,Hotel,Inform,2.67,810,20,2.67,11,Low
SYSTEM,I can do that for you. What day do you want to book the hotel for?,Booking-Request,,,,,,Booking,Request,,810,21,,16,Medium
USER,Saturday or tuesday.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,810,22,3.0,3,Medium
SYSTEM,Which day do you prefer?,Booking-Request,,,,,,Booking,Request,,810,23,,5,Medium
USER,I would prefer Saturday please.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,810,24,3.0,5,Medium
SYSTEM,do you want to book for one day?,Booking-Request,,,,,,Booking,Request,,810,25,,8,Medium
USER,"If I need to, can I cancel my taxi reservation later?",,3.0,3.0,2.0,,,,,2.67,810,26,2.67,11,Low
SYSTEM,"Yes, you may cancel up to 24 hour for free, 10 gbp after this time frame. Would you like to make a reservation?",,,,,,,,,,810,27,,23,Medium
USER,I want five nights.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,810,28,3.0,4,Medium
SYSTEM,Booking was successful. Reference number is : G1KVK1RL,Booking-Book,,,,,,Booking,Book,,810,29,,8,Medium
USER,Thanks. I will also need a taxi from great saint mary's church to the Avalon guesthouse.,Taxi-Inform,3.0,3.0,2.0,,,Taxi,Inform,2.67,810,30,2.67,16,Low
SYSTEM,When do you want to leave or arrive by?,Taxi-Request,,,,,,Taxi,Request,,810,31,,9,Medium
USER,"I'd like to leave the church by 12:00, please.",Taxi-Inform,3.0,3.0,2.0,,,Taxi,Inform,2.67,810,32,2.67,9,Low
SYSTEM,Okay. No problem I have you booked into a red Lexus and their contact number will be 07211078651.,general-greet,,,,,,general,greet,,810,33,,18,Medium
USER,"Thank you, goodbye",general-bye,3.0,4.0,4.0,,,general,bye,3.67,810,34,3.67,3,High
USER,OVERALL,,3.0,3.0,3.0,,,,,3.0,810,35,3.0,1,Medium
USER,What do we have in Cambridge as far as British food?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,811,0,3.0,11,Medium
SYSTEM,I do not see any British restaurants in Cambridge but there appear to be several nearby.,Restaurant-NoOffer,,,,,,Restaurant,NoOffer,,811,1,,16,Medium
USER,"Since I am only worried about Cambridge, lets check again for moderate priced british restaurants in the centre area",Restaurant-Inform,3.0,2.0,3.0,,,Restaurant,Inform,2.67,811,2,2.67,19,Low
SYSTEM,"I have 4 moderately priced British restaurants. The Oak Bistro is really good, would you like a reservation?",Restaurant-Inform,,,,,,Restaurant,Inform,,811,3,,18,Medium
USER,Yes. Please book it for 8 people on Monday at 16:45.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,811,4,3.0,11,Medium
SYSTEM,Yes your reservation was successful! Your reference number is SG2ICMM6.,Booking-Book,,,,,,Booking,Book,,811,5,,10,Medium
USER,I also need to get a train on the same day as the restaurant booking,Train-Inform,2.0,3.0,3.0,,,Train,Inform,2.67,811,6,2.67,15,Low
SYSTEM,I need to narrow this down a bit. Where will you be departing from and where will be your destination?,Train-Request,,,,,,Train,Request,,811,7,,20,Medium
USER,i'm leaving from norwich and going to cambridge.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,811,8,3.0,8,Medium
SYSTEM,How about train TR1347 that leaves at 06:16?,Train-Inform,,,,,,Train,Inform,,811,9,,8,Medium
USER,Does it arrive by 10:45?,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,811,10,3.0,5,Medium
SYSTEM,It arrives at 7:35.,Train-Inform,,,,,,Train,Inform,,811,11,,4,Medium
USER,Is this train going to let me travel with my cat?,,3.0,3.0,3.0,,,,,3.0,811,12,3.0,11,Medium
SYSTEM,"You may bring 2 domestic pets, but they must be kept on a short leash. Can I proceed with a booking?",,,,,,,,,,811,13,,21,Medium
USER,Yes but do they have a baby chair?,,2.0,3.0,3.0,,,,,2.67,811,14,2.67,8,Low
SYSTEM,"Yes, they do have high chairs. Would you like me to book a reservation?",,,,,,,,,,811,15,,14,Medium
USER,"Just one more question, does the train have discounts for children?",,3.0,3.0,3.0,,,,,3.0,811,16,3.0,11,Medium
SYSTEM,Children under 5 ride for free and a 50% discount is given for children 5 to 16. How many people would you like to make a reservation for?,,,,,,,,,,811,17,,28,Medium
USER,Okay can I book that for 8 people?,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,811,18,3.0,8,Medium
SYSTEM,"Okay, your booking was successful! Your reference number is 70HPP0C2",Train-OfferBooked,,,,,,Train,OfferBooked,,811,19,,10,Medium
USER,That is all I need today. Thank you for your help!,general-thank,3.0,3.0,4.0,,,general,thank,3.33,811,20,3.33,11,High
USER,OVERALL,,3.0,3.0,4.0,,,,,3.33,811,21,3.33,1,High
USER,I need a place to eat that serves traditional food in the centre.,Restaurant-Inform,3.0,3.0,4.0,,,Restaurant,Inform,3.33,812,0,3.33,13,High
SYSTEM,"I am sorry there are no listings for that type of place, can I help you find one in another area?",Restaurant-Request,,,,,,Restaurant,Request,,812,1,,21,Medium
USER,Are there any cheap places to eat that serve traditional food in other areas of the city?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,812,2,3.0,17,Medium
SYSTEM,I am sorry but there is no traditional food in the cheap price range. Do you want a different type of cuisine or price range?,Restaurant-Request,,,,,,Restaurant,Request,,812,3,,25,Medium
USER,How about ones that serve italian food?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,812,4,3.0,7,Medium
SYSTEM,I have 3 cheap Italian restaurants located in the centre of the city. Would you like to hear them?,general-reqmore,,,,,,general,reqmore,,812,5,,19,Medium
USER,Yes please book a table for 1 on wednesday at 14:00 please.,Restaurant-Inform,3.0,4.0,3.0,,,Restaurant,Inform,3.33,812,6,3.33,12,High
SYSTEM,"Sure, I've booked you at Ask with reference number LK2P76OS. May I help with anything else?",Booking-Book,,,,,,Booking,Book,,812,7,,16,Medium
USER,Does the restaurant have any gluten free options?,,3.0,3.0,3.0,,,,,3.0,812,8,3.0,8,Medium
SYSTEM,The Ask Restaurant does not have gluten free options at this time. Will you be needing anything else?,,,,,,,,,,812,9,,18,Medium
USER,Does Ask take AMEX?,,3.0,3.0,3.0,,,,,3.0,812,10,3.0,4,Medium
SYSTEM,"Yes, all major credit cards are accepted. Anything else I can do for you?",,,,,,,,,,812,11,,14,Medium
USER,I am disabled can the restaurant accomodate me?,,3.0,2.0,3.0,,,,,2.67,812,12,2.67,8,Low
SYSTEM,The restaurant does not have disability access. Do you require assistance with anything else?,,,,,,,,,,812,13,,14,Medium
USER,"No, that should be all, thanks!",general-thank,3.0,3.0,2.0,,,general,thank,2.67,812,14,2.67,6,Low
USER,OVERALL,,3.0,3.0,2.0,,,,,2.67,812,15,2.67,1,Low
USER,"I need a train to cambridge from norwich on Sunday, please.",Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,813,0,3.0,11,Medium
SYSTEM,"Sure, when would you like to leave?",Train-Request,,,,,,Train,Request,,813,1,,7,Medium
USER,"I need to arrive by 14:30, is there anything for that time?",Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,813,2,3.0,12,Medium
SYSTEM,TR5225 arrives at 13:35 if that would work for you?,Train-Inform,,,,,,Train,Inform,,813,3,,10,Medium
USER,"It does, and can you tell me whether this is train welcomes pets as passengers?",,3.0,3.0,3.0,,,,,3.0,813,4,3.0,15,Medium
SYSTEM,"Yes, you can bring two pets with restrictions onto the train. Is there anything else that you need to know?",,,,,,,,,,813,5,,20,Medium
USER,Yes perfect. What is the departure time on that train so I am not late.,Train-Request,3.0,3.0,5.0,,,Train,Request,3.67,813,6,3.67,15,High
SYSTEM,Sorry it leaves at 09:16 and arrives at 10:35.,Train-Inform,,,,,,Train,Inform,,813,7,,9,Medium
USER,"Wait, I thought it arrived at 13:35, no?",,3.0,3.0,3.0,,,,,3.0,813,8,3.0,8,Medium
SYSTEM,Yes you are correct train TR5225 arrives at 13:35.,Train-Inform,,,,,,Train,Inform,,813,9,,9,Medium
USER,May I change my train ticket later?,,3.0,3.0,3.0,,,,,3.0,813,10,3.0,7,Medium
SYSTEM,"No, you may not make changes after booking; you must apply for a refund. Do you require assistance with anything else?",,,,,,,,,,813,11,,21,Medium
USER,Can you verify the departure time for that train again please?,Train-Request,3.0,3.0,2.0,,,Train,Request,2.67,813,12,2.67,11,Low
SYSTEM,The departure time is 12:16 PM,Train-Inform,,,,,,Train,Inform,,813,13,,6,Medium
USER,Can I please reserve one seat on this train?,,3.0,3.0,3.0,,,,,3.0,813,14,3.0,9,Medium
SYSTEM,"I'm afraid we don't allow seat reservation If you would like, I can find out the earliest time you could purchase a seat on board.",,,,,,,,,,813,15,,25,Medium
USER,Thank you. I am also looking for a place to go in town. I'd like it to be located in the centre and be a mutliple sports,Attraction-Inform,3.0,3.0,4.0,,,Attraction,Inform,3.33,813,16,3.33,27,High
SYSTEM,Unfortunately there are no such venues. Can I help you with anything else?,general-reqmore,,,,,,general,reqmore,,813,17,,13,Medium
USER,Are there any theatres to go to in the centre of town?,Attraction-Inform,3.0,3.0,3.0,,,Attraction,Inform,3.0,813,18,3.0,12,Medium
SYSTEM,I have 4 options here. I suggest adc theatre at park street. Is there anything else I could help you with?,Attraction-Inform,,,,,,Attraction,Inform,,813,19,,21,Medium
USER,Yes can I get the address and fee and number for the theatre?,Attraction-Request,3.0,3.0,4.0,,,Attraction,Request,3.33,813,20,3.33,13,High
SYSTEM,"It's located on park street, postcode cb58as and their phone number is 01223300085. Unfortunately, their entrance fee is not available.",Attraction-Inform,,,,,,Attraction,Inform,,813,21,,20,Medium
USER,Thank you. You have bee very helpful. Have a nice day.,general-thank,3.0,3.0,4.0,,,general,thank,3.33,813,22,3.33,11,High
USER,OVERALL,,3.0,3.0,4.0,,,,,3.33,813,23,3.33,1,High
USER,Would you be able to help me find a room that has free wifi?,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,814,0,3.0,14,Medium
SYSTEM,I certainly can. Do you have additional preferences?,,,,,,,,,,814,1,,8,Medium
USER,"I'm looking for a guesthouse, and I misspoke earlier. I actually don't care about the internet, but I do need free parking.",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,814,2,3.0,22,Medium
SYSTEM,"I have 21 guest houses, can you tell me what area you would like to be in?",Hotel-Request,,,,,,Hotel,Request,,814,3,,17,Medium
USER,The area doesn't matter.,,3.0,4.0,3.0,3.0,,,,3.25,814,4,3.29,4,Medium
SYSTEM,Ok. The acorn guest house is in the north part of town in the moderate price range. Would that work?,Hotel-Recommend,,,,,,Hotel,Recommend,,814,5,,20,Medium
USER,Does the Acorn provide any kind of kitchen equipment that guests can use?,,3.0,3.0,3.0,3.0,,,,3.0,814,6,3.0,13,Medium
SYSTEM,There is no kitchen available here. Can I still book a reservation for you?,,,,,,,,,,814,7,,14,Medium
USER,Yes. I would like to book that for 4 people for 4 nights staring on Wednesday.,Hotel-Inform,3.0,4.0,3.0,3.0,,Hotel,Inform,3.25,814,8,3.29,16,Medium
SYSTEM,"Sorry, it was unavailable at that time. Perhaps you might want another day or a shorter stay?",Booking-Request,,,,,,Booking,Request,,814,9,,17,Medium
USER,Does the acorn guest house have any restrictions on bringing young children along?,,2.0,3.0,3.0,3.0,,,,2.75,814,10,2.71,13,Low
SYSTEM,"There are no restrictions. Children are welcome to stay there. Any other questions, or should I continue to book it?",,,,,,,,,,814,11,,20,Medium
USER,Can you get it for 2 nights?,Hotel-Inform,3.0,4.0,3.0,3.0,,Hotel,Inform,3.25,814,12,3.29,7,Medium
SYSTEM,The reservation for 2 nights was successful. Your reference number is UKSVUD20. Is there anything else I can help you with today?,Booking-Book,,,,,,Booking,Book,,814,13,,22,Medium
USER,Can you tell me if the Acorn Guest House has an on-site fitness center?,,3.0,3.0,3.0,3.0,,,,3.0,814,14,3.0,14,Medium
SYSTEM,There is no gym or fitness center on site. Anything else I could answer for you?,,,,,,,,,,814,15,,16,Medium
USER,"That's all, thank you .",general-thank,3.0,4.0,3.0,3.0,,general,thank,3.25,814,16,3.29,5,Medium
USER,OVERALL,,3.0,3.0,3.0,3.0,,,,3.0,814,17,3.0,1,Medium
USER,I am looking for a place to stay. I needs to have moderately priced rooms and reside somewhere in the east part of town.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,815,0,3.0,24,Medium
SYSTEM,"There are 3 places that fit your needs. A and B Guest House, Carolina Bed and Breakfast and Warkworth House. Would you like to book with any of these?",Hotel-Inform,,,,,,Hotel,Inform,,815,1,,29,Medium
USER,Do any of those places have free wifi?,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,815,2,3.0,8,Medium
SYSTEM,All three have WiFi. Can I book one for you?,Hotel-Inform,,,,,,Hotel,Inform,,815,3,,10,Medium
USER,Will I be able to pay with my Visa Card?,,3.0,3.0,3.0,,,,,3.0,815,4,3.0,10,Medium
SYSTEM,"Yes, they do accept Visa here for payment. Would you like to book a reservation?",,,,,,,,,,815,5,,15,Medium
USER,Do all of them have free parking as well?,Hotel-Request,3.0,3.0,3.0,,,Hotel,Request,3.0,815,6,3.0,9,Medium
SYSTEM,Both Warkworth House and Carolina Bed and Breakfast have parking available. Shall I make a booking?,Hotel-Inform,,,,,,Hotel,Inform,,815,7,,16,Medium
USER,Can you please book a one bedroom at Warkwoth house and I also am looking for a restaurant that serves indian food in the same area.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,815,8,3.0,26,Medium
SYSTEM,"What date, number of days, and number of people would you like to book at Warkworth house?",Booking-Request,,,,,,Booking,Request,,815,9,,17,Medium
USER,What are the parking options for guests at the hotel?,,2.0,3.0,3.0,,,,,2.67,815,10,2.67,10,Low
SYSTEM,Only street parking is available right now at the Warkworth House. How many people will you need it for?,,,,,,,,,,815,11,,19,Medium
USER,One person on Sunday at 17:00 please.,,3.0,3.0,3.0,,,,,3.0,815,12,3.0,7,Medium
SYSTEM,"Before we make your restaurant reservation, let's take care of the hotel. What day are you arriving, how many nights are you staying, and how many people?",Booking-Request,,,,,,Booking,Request,,815,13,,27,Medium
USER,It's just me. I am arriving Sunday and staying one night. Can you provide the phone number for the restaurant?,Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,815,14,3.0,20,Medium
SYSTEM,The number for Rajmahal is 01223244955.,Restaurant-Inform,,,,,,Restaurant,Inform,,815,15,,6,Medium
USER,I apologize. I seem to be a bit ahead of myself today. What kind of hotel was the Warkworth house?,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,815,16,3.0,20,Medium
SYSTEM,"That was a guesthouse, all 3 options are guesthouses.",Hotel-Inform,,,,,,Hotel,Inform,,815,17,,9,Medium
USER,Is there one with free parking?,Hotel-Request,3.0,3.0,3.0,,,Hotel,Request,3.0,815,18,3.0,6,Medium
SYSTEM,"Yes, warkworth, has free parking!",Hotel-Inform,,,,,,Hotel,Inform,,815,19,,5,Medium
USER,Are there any Indian restaurants around that hotel?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,815,20,3.0,8,Medium
SYSTEM,"Yes, there are 4 different Indian restaurants in that area.",Restaurant-Inform,,,,,,Restaurant,Inform,,815,21,,10,Medium
USER,"Ok, of those 4 is there one that is moderate priced?",Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,815,22,3.0,11,Medium
SYSTEM,Curry Prince and Rajmahal are both moderately priced. Which one could you like?,Restaurant-Select,,,,,,Restaurant,Select,,815,23,,13,Medium
USER,Do they both accept Visa?,,3.0,3.0,3.0,,,,,3.0,815,24,3.0,5,Medium
SYSTEM,Yes you may. They accept credit cards. How does that sound to you?,,,,,,,,,,815,25,,13,Medium
USER,The Rajmahal is fine. You said the phone number is 01223244955?,Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,815,26,3.0,11,Medium
SYSTEM,"Yes, that's the correct number for the restaurant. Is there anything else I can do for you?",general-reqmore,,,,,,general,reqmore,,815,27,,17,Medium
USER,"No, thank you, you've been a great help.",general-thank,4.0,4.0,3.0,,,general,thank,3.67,815,28,3.67,8,High
