index,Speaker,Text,Domain-Intent,Rating 1,Rating 2,Rating 3,Rating 4,Rating 5,Domain,Intent,avg_rating,ConvID,turn_id
20535,SYSTEM,"There are 7 choices in the cheap price range, are there any preferences?",Hotel-Request,,,,,,Hotel,Request,,892,15
20536,USER,are there any guesthouses?,,3.0,3.0,2.0,3.0,,,,2.75,892,16
20537,SYSTEM,"Yes, there are several. Do you have a certain area in mind?",Hotel-Request,,,,,,Hotel,Request,,892,17
20538,USER,The area is not an issue. I do want it to be an actual hotel.,Hotel-Inform,2.0,4.0,2.0,2.0,,Hotel,Inform,2.5,892,18
20539,SYSTEM,There is one cheap hotel in the west. It is the Cambridge Belfry. Would you like me to book it for you?,Hotel-Inform,,,,,,Hotel,Inform,,892,19
20540,USER,Yes thank you. I need a room for 7 people and 5 nights starting from Wednesday.,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,892,20
20541,SYSTEM,I will work on getting that booked for you.,Booking-Inform,,,,,,Booking,Inform,,892,21
20542,USER,What is the reference number?,,3.0,3.0,3.0,3.0,,,,3.0,892,22
20543,SYSTEM,"Booking was successful, your reference number is: QJTIXK8C. Is there anything else I can assist you with today?",Booking-Book,,,,,,Booking,Book,,892,23
20544,USER,Do they have a designated smoking area?,,3.0,3.0,3.0,3.0,,,,3.0,892,24
20545,SYSTEM,"Yes, they have an area where people can smoke. Do you want me to book this place for you now?",,,,,,,,,,892,25
20546,USER,Fantastic. That is all I have to request.,,4.0,4.0,4.0,3.0,,,,3.75,892,26
20547,SYSTEM,i hope you enjoy staying around here,general-bye,,,,,,general,bye,,892,27
20548,USER,I'm sure I will. Thanks again.,general-thank,3.0,3.0,3.0,3.0,,general,thank,3.0,892,28
20549,USER,OVERALL,,3.0,3.0,3.0,3.0,,,,3.0,892,29
20550,USER,"Im looking for places to go in Cambridge , near east part of town and a nightclub in same area",Attraction-Inform,3.0,3.0,3.0,,,Attraction,Inform,3.0,893,0
20551,SYSTEM,"I'm sorry, I haven't found any nightclubs in the east part of town, would you like to try a different area?",Attraction-NoOffer,,,,,,Attraction,NoOffer,,893,1
20552,USER,"No, I need to stay in the east, can you look for swimming pools instead?",,3.0,3.0,2.0,,,,,2.67,893,2
20553,SYSTEM,Abbey Pool and Astroturf Pitch is located in the east at Whitehill Road. Would you like more information on it?,general-reqmore,,,,,,general,reqmore,,893,3
20554,USER,"Yes, can I have the postcode and the entrance fee, please!?",Attraction-Request,3.0,3.0,3.0,,,Attraction,Request,3.0,893,4
20555,SYSTEM,I'm not showing any information on the entrance fee. The postcode is cb58nt. The phone is 01223902088 is you would like to call them about the cost.,Attraction-Inform,,,,,,Attraction,Inform,,893,5
20556,USER,"Thank you, can you also give me information on any restaurants in that area?",Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,893,6
20557,SYSTEM,I have 9 different restaurants in the east. Do you have a type of food you are looking for?,Restaurant-Request,,,,,,Restaurant,Request,,893,7
20558,USER,I don't have a food preference type. I just want something expensive.,Restaurant-Inform,3.0,2.0,2.0,,,Restaurant,Inform,2.33,893,8
20559,SYSTEM,"We have 5 expensive restaurants located in the east. The grafton hotel restaurant, yu garden, royal standard, pipasha restaurant, and sitar tandoori. Would you like to book for any?",Restaurant-Select,,,,,,Restaurant,Select,,893,9
20560,USER,Anything that is available for 6 people on tuesday at 19:15.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,893,10
20561,SYSTEM,"My apologies. I tried to book at the east expensive restaurants for Tuesday at 19:15, but there was nothing available. Do you have a different day or time preference?",Booking-Request,,,,,,Booking,Request,,893,11
20562,USER,Can you try 18:15?,Restaurant-Inform,3.0,2.0,2.0,,,Restaurant,Inform,2.33,893,12
20563,SYSTEM,Booking was successful. The table will be reserved for 15 minutes. Reference number is : YP7M0T3J. Is there anything else you need?,Booking-Book,,,,,,Booking,Book,,893,13
20564,USER,Do they also have take-out at the restaurant?,,3.0,3.0,3.0,,,,,3.0,893,14
20565,SYSTEM,Grafton Hotel doesn't offer take out ordering. Will you be needing transportation?,,,,,,,,,,893,15
20566,USER,Do they serve alcohol at that restaurant?,,3.0,3.0,3.0,,,,,3.0,893,16
20567,SYSTEM,There is no alcohol served at this location. May I assist with something else?,,,,,,,,,,893,17
20568,USER,"Yes, I need a taxi from the pool to the restaurant. Make sure I arrive by my reservation time please.",Taxi-Inform,3.0,3.0,3.0,,,Taxi,Inform,3.0,893,18
20569,SYSTEM,Your taxi is booked. It is a grey bmw and the contact number is 07156793987 and will pick you up at the pool. Can I help you with anything else?,general-reqmore,,,,,,general,reqmore,,893,19
20570,USER,If I need to cancel the taxi later do I need to pay a cancellation fee?,,3.0,3.0,3.0,,,,,3.0,893,20
20571,SYSTEM,There is no cancellation fee until 24 hours before the ride then it is 10 GBP. Do you have any other questions I can answer?,,,,,,,,,,893,21
20572,USER,"No, that should be all I need. Thank you for your help! Goodbye!",general-thank,3.0,2.0,3.0,,,general,thank,2.67,893,22
20573,USER,OVERALL,,3.0,2.0,3.0,,,,,2.67,893,23
20574,USER,Are there any accommodations in the east part of town that off free parking?,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,894,0
20575,SYSTEM,I have 6 places. Would you prefer a guesthouse or a hotel?,Hotel-Select,,,,,,Hotel,Select,,894,1
20576,USER,I want it to be a hotel and also include free wifi.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,894,2
20577,SYSTEM,I have the express by holiday inn cambridge. Would you like me to book it for you?,Booking-Inform,,,,,,Booking,Inform,,894,3
20578,USER,I want to bring my cat. Will that be allowed and is there a pet fee?,,3.0,3.0,3.0,,,,,3.0,894,4
20579,SYSTEM,Pets aren't allowed at the hotel site. Do you need anything else?,,,,,,,,,,894,5
20580,USER,What is their star rating?,,3.0,3.0,3.0,,,,,3.0,894,6
20581,SYSTEM,it has a two star rating,Hotel-Inform,,,,,,Hotel,Inform,,894,7
20582,USER,Can you also tell me the address?,Hotel-Request,3.0,3.0,3.0,,,Hotel,Request,3.0,894,8
20583,SYSTEM,"It is located at 15-17 norman way, coldhams business park.",Hotel-Inform,,,,,,Hotel,Inform,,894,9
20584,USER,"I need a train, as well. It should leave on tuesday and go to london liverpool street.",Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,894,10
20585,SYSTEM,"great, what is your departure site?",Train-Request,,,,,,Train,Request,,894,11
20586,USER,My departure site is Cambridge please.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,894,12
20587,SYSTEM,And what time will you be needing to leave after or arrive by?,Train-Request,,,,,,Train,Request,,894,13
20588,USER,I will need to leave after 15:45,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,894,14
20589,SYSTEM,"TR4276 leaves at 15:59, will this option work for you?",Train-OfferBook,,,,,,Train,OfferBook,,894,15
20590,USER,Is this train wheelchair accessible?,,3.0,3.0,3.0,,,,,3.0,894,16
20591,SYSTEM,The trains have assisted travel service Will that work for you?,,,,,,,,,,894,17
20592,USER,Yes that train will work for me.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,894,18
20593,SYSTEM,for how many people do i book?,Train-OfferBook,,,,,,Train,OfferBook,,894,19
20594,USER,Just one person please and I need a reference number,Train-Request,3.0,3.0,3.0,,,Train,Request,3.0,894,20
20595,SYSTEM,I have booked one seat on TR4276. Your reference number is FKIX0BCE. Can I be of further assistance?,Train-OfferBooked,,,,,,Train,OfferBooked,,894,21
20596,USER,"Great, thank you. That is all I need.",general-thank,4.0,4.0,3.0,,,general,thank,3.67,894,22
20597,SYSTEM,Do you need a taxi?,,,,,,,,,,894,23
20598,USER,Can I pay for my taxi ride with Visa?,,3.0,3.0,3.0,,,,,3.0,894,24
20599,SYSTEM,"Yes, you can pay for the taxi ride with Visa. Anything else I can do for you?",,,,,,,,,,894,25
20600,USER,"No, I think that was it. Have a good day.",,3.0,3.0,3.0,,,,,3.0,894,26
20601,SYSTEM,you are welcome,general-welcome,,,,,,general,welcome,,894,27
20602,USER,Thanks a gain for your help.,general-thank,3.0,3.0,3.0,,,general,thank,3.0,894,28
20603,SYSTEM,the pleasure is all mine,general-welcome,,,,,,general,welcome,,894,29
20604,USER,"Actually, I do need a taxi to get to the train station. Can you look one up for me?",Taxi-Inform,3.0,2.0,3.0,,,Taxi,Inform,2.67,894,30
20605,SYSTEM,Wow just wow! Where will the taxi be from and what time?,Taxi-Request,,,,,,Taxi,Request,,894,31
20606,USER,"Sorry, my friend was talking to me while I was trying to get all of this taken care of. I have all the information I need. Have a nice day!",,2.0,2.0,3.0,,,,,2.33,894,32
20607,USER,OVERALL,,3.0,2.0,3.0,,,,,2.67,894,33
20608,USER,I'm looking for an expensive chinese restaurant in Cambridge.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,895,0
20609,SYSTEM,Any particular area you have in mind?,Restaurant-Request,,,,,,Restaurant,Request,,895,1
20610,USER,I'd like to be where all the action is in the centre of town.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,895,2
20611,SYSTEM,I have 4 options that meet the choice of your request though i done have the phone number of one. Do you wish i help you choose one?,Restaurant-Select,,,,,,Restaurant,Select,,895,3
20612,USER,"Yes, please pick one for me. I need the address with postcode. I'd also like the phone number too. Thanks for your help!",Restaurant-Request,3.0,3.0,4.0,,,Restaurant,Request,3.33,895,4
20613,SYSTEM,how about sesame restaurant and bar?,Restaurant-Recommend,,,,,,Restaurant,Recommend,,895,5
20614,USER,Does the restaurant serve alcohol?,,3.0,3.0,3.0,,,,,3.0,895,6
20615,SYSTEM,Sesame Restaurant and Bar does not serve alcohol at this time. Would you like to try this?,,,,,,,,,,895,7
20616,USER,"I would love to try that restaurant. What is the address, phone number, and postcode, please?",Restaurant-Request,3.0,4.0,4.0,,,Restaurant,Request,3.67,895,8
20617,SYSTEM,"17 Hills Road City Centre, cb21nw and the phone is 01223358899. Would you like me to book that for you?",Restaurant-Inform,,,,,,Restaurant,Inform,,895,9
20618,USER,"No, not yet. Can you help with a hotel room?",Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,895,10
20619,SYSTEM,"Yes, of course. Please give me some details on the lodgings you desire.",general-greet,,,,,,general,greet,,895,11
20620,USER,I'm looking for the alexander bed and breakfast. Do you know it?,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,895,12
20621,SYSTEM,"Yes, I get requests for them all the time. They are located at 56 saint barnabas road in the center of town. Do you need more information?",general-reqmore,,,,,,general,reqmore,,895,13
20622,USER,"No thanks, just a booking for 5 people, 2 nights starting on Sunday please.",Hotel-Inform,3.0,3.0,2.0,,,Hotel,Inform,2.67,895,14
20623,SYSTEM,Your booking is all set! Your reference number is D4OQOKPL. Is there anything else I can help you with?,Booking-Book,,,,,,Booking,Book,,895,15
20624,USER,What will my check out time be?,,3.0,3.0,3.0,,,,,3.0,895,16
20625,SYSTEM,Alexander Bed and Breakfast has a check out time of 10:30 AM What else can I get for you?,,,,,,,,,,895,17
20626,USER,Thanks! I will also need a taxi.,Taxi-Inform,3.0,3.0,2.0,,,Taxi,Inform,2.67,895,18
20627,SYSTEM,"Where are you going, and when do you need to leave by?",Taxi-Request,,,,,,Taxi,Request,,895,19
20628,USER,Commuting between the two places discussed leaving by 15:15.,Taxi-Inform,3.0,3.0,3.0,,,Taxi,Inform,3.0,895,20
20629,SYSTEM,I have a yellow Audi booked for you. The contact number is 07267474545. Can I help you with anything else?,general-reqmore,,,,,,general,reqmore,,895,21
20630,USER,Could I pay for the ride with cash?,,3.0,3.0,2.0,,,,,2.67,895,22
20631,SYSTEM,Yes you may pay for the ride with cash. Is there anything further I may help you with?,,,,,,,,,,895,23
20632,USER,No thank you.,general-thank,3.0,3.0,4.0,,,general,thank,3.33,895,24
20633,USER,OVERALL,,3.0,4.0,3.0,,,,,3.33,895,25
20634,USER,I'm looking for a train to cambridge on Saturday.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,896,0
20635,SYSTEM,Where would you be departing from?,Train-Request,,,,,,Train,Request,,896,1
20636,USER,I will be departing from Ely.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,896,2
20637,SYSTEM,Could you leave on Friday? There are no trains available on Saturday from Ely to Cambridge.,Train-NoOffer,,,,,,Train,NoOffer,,896,3
20638,USER,"Sorry, I misspoke. I am actually departing from Broxbourne.",Train-Inform,2.0,3.0,3.0,3.0,,Train,Inform,2.75,896,4
20639,SYSTEM,There are about 19 trains available. I can narrow that down some if you tell me if you want to leave or arrive by a certain time.,Train-Request,,,,,,Train,Request,,896,5
20640,USER,I would like to arrive by 15:30.,Taxi-Inform,3.0,3.0,3.0,3.0,,Taxi,Inform,3.0,896,6
20641,SYSTEM,"There are 9 trains that meet your criteria that day, one leaving every hour from 05:32. Do you have a departure time preference?",Train-Request,,,,,,Train,Request,,896,7
20642,USER,"No, we just want to get there either at or right before 15:30, please. Can you get me 8 tickets on the closest train to that time?",Train-Inform,2.0,3.0,3.0,3.0,,Train,Inform,2.75,896,8
20643,SYSTEM,8 tickets for the TR7846 leaving at 09:32 your reference number is D0CG7JD3. Anything else today?,Train-OfferBooked,,,,,,Train,OfferBooked,,896,9
20644,USER,"I'm sorry, I meant that I need 5 ticket for the train booked. Can you fix this?",Train-Inform,1.0,3.0,3.0,3.0,,Train,Inform,2.5,896,10
20645,SYSTEM,Yes sure. I booked that for you for 5 people and the reference number is IFXPNYHS.,Train-OfferBooked,,,,,,Train,OfferBooked,,896,11
20646,USER,Will it be possible to change my train tickets later on?,,3.0,3.0,3.0,3.0,,,,3.0,896,12
20647,SYSTEM,You would have to apply for a refund and then you could purchase a new ticket. So are you still okay with the reservation we just made?,,,,,,,,,,896,13
20648,USER,"Now that the train is settled, I need a place to stay that is in the expensive range with free parking, please.",Hotel-Inform,2.0,3.0,3.0,3.0,,Hotel,Inform,2.75,896,14
20649,SYSTEM,There are a number of expensive hotels in town. Do you have a preference for area you'd like to stay?,Hotel-Request,,,,,,Hotel,Request,,896,15
20650,USER,I would prefer a guesthouse if possible.,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,896,16
20651,SYSTEM,I do not have any expensive guesthouses. Can I try something else?,Hotel-NoOffer,,,,,,Hotel,NoOffer,,896,17
20652,USER,Can you try moderately priced?,Hotel-Inform,2.0,3.0,3.0,3.0,,Hotel,Inform,2.75,896,18
20653,SYSTEM,I suggest acorn guest house it is in 154 chesterton road.,Hotel-Recommend,,,,,,Hotel,Recommend,,896,19
20654,USER,"Ok, that sounds great. Can you book that for me for 3 nights?",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,896,20
20655,SYSTEM,Yes. I need to know what night you'd like your reservation to begin and how many people it will be for.,Booking-Request,,,,,,Booking,Request,,896,21
20656,USER,Could you tell me if smokers are welcome there?,,3.0,3.0,3.0,3.0,,,,3.0,896,22
20657,SYSTEM,There is no smoking anywhere on the property. Would you like to book a room with us?,,,,,,,,,,896,23
20658,USER,Can you first let me know if the hotel has a designated for smoking outside of the property?,,2.0,2.0,3.0,2.0,,,,2.25,896,24
20659,SYSTEM,This hotel does not have a designated smoking area. Do you want to continue with the booking?,,,,,,,,,,896,25
20660,USER,For 5 people starting on Saturday.,Hotel-Inform,3.0,2.0,3.0,3.0,,Hotel,Inform,2.75,896,26
20661,SYSTEM,I have made those reservations and your reference number is S4MONUEY.,Booking-Book,,,,,,Booking,Book,,896,27
20662,USER,Thank you so much. That's all for today.,general-thank,3.0,3.0,4.0,3.0,,general,thank,3.25,896,28
20663,USER,OVERALL,,2.0,2.0,3.0,3.0,,,,2.5,896,29
20664,USER,Please see if you can find me an Indian restaurant on the East end,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,897,0
20665,SYSTEM,There are 4 Indian restaurants in the east side. Do you prefer a certain price range?,Restaurant-Request,,,,,,Restaurant,Request,,897,1
20666,USER,Cheap price and address and phone number,Restaurant-Request,3.0,4.0,3.0,,,Restaurant,Request,3.33,897,2
20667,SYSTEM,There are none in that price range. Would you like to try a different price range?,Hotel-Request,,,,,,Hotel,Request,,897,3
20668,USER,"Sure, I think any price range is actually fine, as long as it's indian and in the east. I'll need their address and phone number.",Restaurant-Request,2.0,3.0,3.0,,,Restaurant,Request,2.67,897,4
20669,SYSTEM,Curry prince is a restaurant serving indian food. They are located at 451 Newmarket Road Fen Ditton. Their phone number is 01223566388.,Restaurant-Inform,,,,,,Restaurant,Inform,,897,5
20670,USER,"I need a place to stay also. free wifi please, but no parking is needed",Hotel-Inform,3.0,4.0,3.0,,,Hotel,Inform,3.33,897,6
20671,SYSTEM,I have 3 places to choose from. 2 are guesthouses and 1 is a hotel. Do you prefer one over the other?,Hotel-Select,,,,,,Hotel,Select,,897,7
20672,USER,"Yes, I'd prefer a guesthouse that's cheap if any are available.",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,897,8
20673,SYSTEM,I am sorry we don't have any cheap ones in the area,Hotel-NoOffer,,,,,,Hotel,NoOffer,,897,9
20674,USER,How about a hotel that is really cheap? I need a room for 7 for 3 nights on friday,Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,897,10
20675,SYSTEM,Okay. We have you booked at the Cambridge Belfry. Your reference number is QM0PRNJW.,Booking-Book,,,,,,Booking,Book,,897,11
20676,USER,Will I be able to do my laundry there?,,3.0,4.0,3.0,,,,,3.33,897,12
20677,SYSTEM,The Cambridge Belfry has laundry services available for you. Is there anything else I can help you with today?,,,,,,,,,,897,13
20678,USER,Is there a safety deposit box in the room?,,3.0,3.0,3.0,,,,,3.0,897,14
20679,SYSTEM,There is no safety deposit box in the room. Can I answer additional questions for you?,,,,,,,,,,897,15
20680,USER,"If I book a taxi and cancel, will I be charged a fee?",,3.0,4.0,3.0,,,,,3.33,897,16
20681,SYSTEM,"Yes,if you cancel within 24 hours in advance, it will be free. After that cost will be 10 GBP. Will that be all for today?",,,,,,,,,,897,17
20682,USER,Thanks so much. Have a great day. Goodbye,general-thank,3.0,4.0,3.0,,,general,thank,3.33,897,18
20683,USER,OVERALL,,3.0,4.0,3.0,,,,,3.33,897,19
20684,USER,Hi! I am looking for a turkish food restaurant around the centre.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,898,0
20685,SYSTEM,There are 3 Turkish restaurants in the centre. Would you prefer expensive or moderate price range?,Restaurant-Request,,,,,,Restaurant,Request,,898,1
20686,USER,Moderate price range would be fine. Could you pick the shortest name and tell me the address?,Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,898,2
20687,SYSTEM,Anatolia is located at 30 Bridge Street City Centre.,Restaurant-Inform,,,,,,Restaurant,Inform,,898,3
20688,USER,Thank you! I am also looking for a 5 star hotel.,Hotel-Inform,4.0,4.0,3.0,,,Hotel,Inform,3.67,898,4
20689,SYSTEM,"There are no 5 star hotels, do you want to choose something else",,,,,,,,,,898,5
20690,USER,"Yes, can you find a place for me with free wifi in the moderate price range?",Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,898,6
20691,SYSTEM,What other star option would you like ?,Hotel-Request,,,,,,Hotel,Request,,898,7
20692,USER,How about a 4 star rating?,Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,898,8
20693,SYSTEM,I don't have a 4 star in the moderate price range. Would you like me to look in a different price range?,,,,,,,,,,898,9
20694,USER,You don't have any 4 stars in the moderate price range in any area?,Hotel-Inform,3.0,3.0,2.0,,,Hotel,Inform,2.67,898,10
20695,SYSTEM,No I'm sorry we don't have anything matching those criteria.,,,,,,,,,,898,11
20696,USER,There are literally no 4 star accommodations of any kind with moderate price and wifi in all of Cambridge? I find that very hard to believe!,Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,898,12
20697,SYSTEM,"Sorry, you are right. We actually have 11 to choose from.",Hotel-Inform,,,,,,Hotel,Inform,,898,13
20698,USER,I would like to book one starting Friday.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,898,14
20699,SYSTEM,I have begun a booking for you at Avalon. How many days will you be staying?,Booking-Request,,,,,,Booking,Request,,898,15
20700,USER,I will arrive Friday and be there for 2 nights.,Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,898,16
20701,SYSTEM,And how many people will be staying?,Booking-Request,,,,,,Booking,Request,,898,17
20702,USER,It will be for 3 people and2 nights.,Hotel-Inform,2.0,3.0,3.0,,,Hotel,Inform,2.67,898,18
20703,SYSTEM,"You are set, the reference number is YQBMMCJ6, any other questions?",Booking-Book,,,,,,Booking,Book,,898,19
20704,USER,Will someone be available to help with parking my car; my disability makes that difficult?,,2.0,3.0,2.0,,,,,2.33,898,20
20705,SYSTEM,The Avalon does provide parking that is accessible for the disabled. Is there anything else I can do for you today?,,,,,,,,,,898,21
20706,USER,"Yes, does the Avalon offer WiFi to their guests?",,2.0,3.0,3.0,,,,,2.67,898,22
20707,SYSTEM,The WiFi is available at 10 pounds Great Britain per day. What else can I tell you about it?,,,,,,,,,,898,23
20708,USER,Do I need to put down a security deposit?,,2.0,3.0,3.0,,,,,2.67,898,24
20709,SYSTEM,"Yes, there is a 50 GBP per night deposit required here. Did you need help with anything else?",,,,,,,,,,898,25
20710,USER,"No I think that is all, thank you.",general-thank,3.0,3.0,3.0,,,general,thank,3.0,898,26
20711,USER,OVERALL,,3.0,3.0,3.0,,,,,3.0,898,27
20712,USER,"I need to book a hotel. I need it to be in the town center, and have a minimum star rating of 4.",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,899,0
20713,SYSTEM,Would you prefer a guesthouse or a hotel proper?,Hotel-Request,,,,,,Hotel,Request,,899,1
20714,USER,It should be a hotel type with free parking.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,899,2
20715,SYSTEM,I have found University Arms Hotel on regent street with a 4 star rating and free parking and internet. Would you like to book?,Hotel-Inform,,,,,,Hotel,Inform,,899,3
20716,USER,"Yes, please book that one. It will need to be for 3 people, and we'll be staying for 5 nights, beginning on Sunday.",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,899,4
20717,SYSTEM,"I'm sorry, the booking was unsuccessful. Would you like to try to stay for a short period or start on a different day?",Booking-Request,,,,,,Booking,Request,,899,5
20718,USER,"Alright, what about only for 3 nights then. I can do 3, book it and give me the reference number please.",Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,899,6
20719,SYSTEM,Booking was successful. Reference number is : D09887CW. Is there anything else I can do for you today?,Booking-Book,,,,,,Booking,Book,,899,7
20720,USER,I'd like to find a korean restaurant in the same area as that hotel.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,899,8
20721,SYSTEM,"There's a restaurant called Little Seoul. It's expensive, but also on Regent Street. Would that work?",Restaurant-Recommend,,,,,,Restaurant,Recommend,,899,9
20722,USER,Does this restaurant have high chairs available for small children?,,3.0,3.0,3.0,,,,,3.0,899,10
20723,SYSTEM,"No, high chairs for babies are not available here. Do you want to proceed with a booking?",,,,,,,,,,899,11
20724,USER,Yes please book it for 3 people sunday.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,899,12
20725,SYSTEM,What time would you like the reservation?,Booking-Request,,,,,,Booking,Request,,899,13
20726,USER,Are children permitted to stay at this hotel?,,3.0,3.0,3.0,,,,,3.0,899,14
20727,SYSTEM,"Yes, University Arms Hotel allows children to stay. Will there be anything else you need?",,,,,,,,,,899,15
20728,USER,I would like it booked for the same day at 14:15. Can I get a reference number too?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,899,16
20729,SYSTEM,The booking was successful. Your reference number is 9NJXK7CF. Is there anything else I can help you with today?,Booking-Book,,,,,,Booking,Book,,899,17
20730,USER,No that will be all.,,2.0,2.0,3.0,,,,,2.33,899,18
20731,USER,OVERALL,,2.0,3.0,3.0,,,,,2.67,899,19
20732,USER,Hello! Are there any chinese restaurants in the centre?,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,900,0
20733,SYSTEM,There are quite a few in the centre. What is the price range you'd like to stay within?,Restaurant-Request,,,,,,Restaurant,Request,,900,1
20734,USER,"Cheap price range, please!",,3.0,3.0,3.0,3.0,,,,3.0,900,2
20735,SYSTEM,jinling noodle bar is a good fit. Its on 11 Peas Hill City Centre,Restaurant-Recommend,,,,,,Restaurant,Recommend,,900,3
20736,USER,Do they offer any kind of BYOB services to guests at the Jinling Noodle Bar?,,3.0,3.0,3.0,3.0,,,,3.0,900,4
20737,SYSTEM,I'm afraid BYOB is not permitted here. Are you still interested in booking?,,,,,,,,,,900,5
20738,USER,Great! Can you book me a table for 5 on Thursday?,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,900,6
20739,SYSTEM,I sure can. Any preference on time?,Booking-Request,,,,,,Booking,Request,,900,7
20740,USER,Please try for 12:30.,,3.0,3.0,3.0,3.0,,,,3.0,900,8
20741,SYSTEM,"When booking your restaurant, I see that the jinling noodle bar is moderately priced. Would that work?",Restaurant-Inform,,,,,,Restaurant,Inform,,900,9
20742,USER,Yes let's try making a reservation for 5 people on Thursday at 12:30.,Restaurant-Inform,4.0,4.0,3.0,3.0,,Restaurant,Inform,3.5,900,10
20743,SYSTEM,That was unsuccessful. Would you like to try another time?,Booking-Request,,,,,,Booking,Request,,900,11
20744,USER,"No, a moderate restaurant isn't really what I wanted. Can you find a cheap Chinese restaurant for me?",Restaurant-Inform,2.0,3.0,3.0,2.0,,Restaurant,Inform,2.5,900,12
20745,SYSTEM,"I have 3 cheap chinese restaurants in the centre of town. The Charlie Chan, The Rice House, and the Golden House. Do you have a preference?",Restaurant-Select,,,,,,Restaurant,Select,,900,13
20746,USER,Any of those options would be fine,,3.0,3.0,3.0,4.0,,,,3.25,900,14
20747,SYSTEM,I would recommend the Rice House as there food is delicious. Would you like me to make you a reservation?,Restaurant-Recommend,,,,,,Restaurant,Recommend,,900,15
20748,USER,Okay I would like to book a table for 5 people at 12:30 on Sunday.,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,900,16
20749,SYSTEM,"I apologize, there are no reservations at that time. Would you like to try another time at Rice House, or perhaps I can attempt Charlie Chan or Golden House?",Booking-Request,,,,,,Booking,Request,,900,17
20750,USER,Okay please check at 11:30 instead.,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,900,18
20751,SYSTEM,I am sorry. The 11:30 booking for the rice house was unsuccessful. Would you like me to try a different restaurant?,Booking-NoBook,,,,,,Booking,NoBook,,900,19
20752,USER,Ok. Let's try Charlie Chan instead.,Restaurant-Inform,3.0,3.0,3.0,2.0,,Restaurant,Inform,2.75,900,20
20753,SYSTEM,"Sorry, there are no available spots for that day and time. Would you like to try another time?",Booking-Request,,,,,,Booking,Request,,900,21
20754,USER,"If you can book me a table for 5 at one of the other cheap Chinese restaurants at 12:30 (or 11:30) on Thursday, that would be fine. Can you try that?",Restaurant-Inform,3.0,3.0,3.0,2.0,,Restaurant,Inform,2.75,900,22
20755,SYSTEM,"Unfortunately, I can't find any tables available for that day and times either. Would you like to try a different part of town?",Restaurant-Request,,,,,,Restaurant,Request,,900,23
20756,USER,No it must be in the Centre. Is there any other chinese place open in the Centre on Thursday?,,2.0,2.0,2.0,2.0,,,,2.0,900,24
20757,SYSTEM,"No, I'm sorry, those are the only 3 in the centre, would you like to try a different type of restaurant?",Restaurant-Request,,,,,,Restaurant,Request,,900,25
20758,USER,Any other Chinese restaurants in a different price range?,Restaurant-Inform,3.0,3.0,3.0,2.0,,Restaurant,Inform,2.75,900,26
